Wavelength,Flux,BestFit,SkyFlux
3863.670,26.424,31.957,4.577
3864.560,28.029,33.013,4.803
3865.449,30.396,33.974,4.984
3866.340,34.474,35.697,5.084
3867.230,39.777,36.392,4.993
3868.121,39.932,36.242,4.679
3869.011,37.327,36.458,4.147
3869.902,38.399,37.201,3.488
3870.793,41.541,36.982,2.845
3871.685,39.304,37.652,2.551
3872.576,38.837,37.554,3.164
3873.468,38.270,37.149,4.177
3874.360,36.940,37.195,5.077
3875.252,40.047,37.843,5.496
3876.145,44.525,38.587,5.394
3877.037,42.630,37.793,4.928
3877.930,43.905,37.425,4.498
3878.823,35.338,37.553,4.186
3879.717,38.885,37.474,3.994
3880.610,33.368,36.958,3.894
3881.504,40.653,36.559,3.702
3882.398,42.827,36.361,3.591
3883.292,36.309,36.607,3.591
3884.186,37.589,36.448,3.698
3885.080,43.595,36.589,4.024
3885.975,40.992,37.713,4.500
3886.870,39.413,38.033,4.985
3887.765,39.827,38.345,5.285
3888.660,34.094,38.376,5.382
3889.556,39.789,38.838,5.374
3890.451,43.033,40.258,5.229
3891.347,42.523,41.936,4.943
3892.243,43.017,42.098,4.519
3893.140,42.356,41.086,4.099
3894.036,40.099,39.253,3.935
3894.933,43.266,37.594,4.161
3895.830,47.455,36.418,4.674
3896.727,34.872,35.755,4.954
3897.625,36.651,36.218,4.628
3898.522,41.353,37.220,4.395
3899.420,35.818,37.391,4.573
3900.318,36.337,36.942,5.067
3901.216,36.048,36.247,5.561
3902.114,33.221,35.611,5.685
3903.013,34.149,35.534,5.452
3903.912,32.447,35.383,5.399
3904.811,44.066,35.367,5.775
3905.710,34.478,34.863,6.735
3906.609,32.306,34.337,8.136
3907.509,29.931,34.340,9.007
3908.409,26.089,33.618,8.942
3909.309,26.329,32.552,8.233
3910.209,25.461,32.866,7.885
3911.110,26.666,34.857,8.420
3912.010,31.558,36.740,9.489
3912.911,23.432,36.716,10.329
3913.812,25.861,35.548,10.527
3914.714,29.712,34.204,10.030
3915.615,29.537,34.106,8.870
3916.517,33.385,34.632,7.743
3917.419,29.401,34.954,7.305
3918.321,28.855,34.950,7.038
3919.223,32.135,35.129,6.444
3920.126,33.948,35.920,5.426
3921.029,36.445,36.407,4.475
3921.931,35.827,36.647,4.029
3922.835,33.253,36.828,4.417
3923.738,41.145,37.163,5.066
3924.642,42.102,37.981,5.321
3925.545,39.329,38.116,5.112
3926.449,37.369,38.244,4.759
3927.354,38.787,37.490,4.486
3928.258,39.968,36.894,4.281
3929.163,38.139,37.655,3.995
3930.067,37.143,37.714,3.661
3930.972,39.051,37.807,3.510
3931.878,37.930,38.614,3.711
3932.783,40.893,39.506,4.096
3933.689,41.778,39.695,4.034
3934.595,41.145,39.355,3.575
3935.501,42.533,39.694,3.137
3936.407,41.492,39.741,3.136
3937.314,38.273,39.422,3.646
3938.220,38.525,39.550,4.336
3939.127,41.465,39.719,4.830
3940.034,41.653,39.263,5.247
3940.942,43.196,39.014,5.609
3941.849,42.041,38.181,6.368
3942.757,37.123,37.872,6.787
3943.665,36.909,37.750,6.687
3944.573,40.182,37.399,6.426
3945.481,37.928,37.195,6.332
3946.390,33.821,37.688,6.431
3947.299,38.744,37.146,6.551
3948.208,44.258,37.329,6.438
3949.117,38.716,36.663,6.118
3950.026,40.506,35.658,6.038
3950.936,32.753,35.650,6.556
3951.846,33.262,34.558,7.137
3952.756,29.841,33.160,6.894
3953.666,30.603,32.415,6.183
3954.577,28.661,31.105,5.685
3955.487,28.875,29.332,5.524
3956.398,27.851,28.249,5.454
3957.309,23.396,27.815,5.239
3958.221,21.949,28.360,5.091
3959.132,18.940,29.039,5.305
3960.044,26.941,29.971,5.697
3960.956,31.230,31.448,5.697
3961.868,31.985,33.085,5.249
3962.780,35.521,33.875,4.594
3963.693,36.760,34.517,4.112
3964.606,38.703,35.468,3.864
3965.519,35.968,35.689,3.650
3966.432,29.985,35.502,3.321
3967.345,33.372,35.934,2.914
3968.259,38.467,36.358,2.642
3969.173,33.046,36.451,2.636
3970.087,34.614,37.286,2.754
3971.001,36.780,37.563,2.854
3971.915,34.799,37.301,3.032
3972.830,34.683,37.668,3.526
3973.745,34.986,38.310,4.246
3974.660,37.860,38.401,4.940
3975.575,40.104,38.129,5.425
3976.491,38.170,38.226,5.762
3977.407,35.888,38.228,6.228
3978.323,34.436,37.688,6.597
3979.239,41.238,37.929,6.818
3980.155,39.740,37.823,6.596
3981.072,39.227,37.198,6.245
3981.988,40.331,36.758,6.260
3982.905,41.402,36.733,6.303
3983.823,40.359,36.497,6.159
3984.740,35.565,35.301,5.860
3985.658,33.335,34.217,5.663
3986.576,36.238,32.996,5.595
3987.494,30.309,32.067,5.681
3988.412,26.010,31.236,6.108
3989.330,26.790,30.025,6.409
3990.249,21.776,28.898,6.095
3991.168,20.012,27.945,5.568
3992.087,17.711,27.996,5.291
3993.006,14.770,29.516,5.444
3993.926,16.162,31.121,5.834
3994.846,19.504,31.065,5.934
3995.766,20.951,30.100,5.567
3996.686,21.256,30.025,5.191
3997.606,19.705,30.455,5.383
3998.527,29.147,31.464,6.052
3999.447,25.560,32.796,6.611
4000.369,32.939,33.955,6.911
4001.290,32.962,35.032,6.649
4002.211,33.597,36.164,6.301
4003.133,33.200,37.261,6.437
4004.055,35.788,37.758,6.734
4004.977,39.879,37.948,6.566
4005.899,33.861,38.305,6.002
4006.822,38.044,38.181,5.947
4007.744,36.203,38.198,6.367
4008.667,37.637,38.843,6.946
4009.590,42.026,39.361,7.310
4010.514,39.303,39.368,7.221
4011.437,40.141,39.462,7.089
4012.361,39.944,40.403,7.482
4013.285,43.480,40.719,7.856
4014.209,44.826,40.168,7.715
4015.134,38.718,40.375,7.427
4016.058,41.934,40.988,7.406
4016.983,37.059,40.795,6.980
4017.908,43.493,40.876,6.228
4018.833,44.037,40.353,6.141
4019.759,46.854,39.888,6.758
4020.685,44.836,40.236,7.815
4021.610,39.236,40.616,8.481
4022.537,40.353,40.340,8.359
4023.463,44.053,40.964,7.866
4024.389,44.755,41.425,7.526
4025.316,45.350,41.629,7.546
4026.243,43.081,41.730,7.731
4027.170,42.553,41.498,7.518
4028.098,39.862,40.878,7.071
4029.025,40.220,40.543,6.367
4029.953,43.908,39.646,5.855
4030.881,43.182,40.107,5.862
4031.809,40.664,40.874,6.337
4032.738,38.123,41.105,6.628
4033.667,40.563,41.122,6.221
4034.596,46.373,41.219,5.563
4035.525,43.610,41.668,5.619
4036.454,43.247,41.852,6.504
4037.383,46.697,41.938,6.833
4038.313,38.889,42.009,6.788
4039.243,43.481,42.047,7.042
4040.173,42.316,42.361,7.170
4041.104,42.560,42.372,7.198
4042.034,42.076,41.708,7.428
4042.965,41.469,41.681,7.890
4043.896,43.017,42.085,8.247
4044.827,43.293,41.955,8.627
4045.759,46.357,42.143,10.253
4046.691,48.541,41.794,15.122
4047.622,44.863,41.421,20.593
4048.555,42.360,41.375,19.104
4049.487,43.366,41.581,13.817
4050.419,41.751,41.872,9.690
4051.352,40.121,42.231,8.089
4052.285,41.405,42.000,7.596
4053.218,44.592,41.821,7.081
4054.152,44.214,41.287,6.884
4055.085,38.508,40.494,7.622
4056.019,39.426,40.009,7.706
4056.953,44.937,39.703,6.857
4057.887,37.819,39.664,6.159
4058.822,42.920,40.245,6.006
4059.757,40.232,40.806,6.581
4060.692,42.051,41.345,7.165
4061.627,44.504,42.022,7.131
4062.562,45.061,41.957,7.008
4063.498,46.041,42.230,7.253
4064.433,46.301,42.354,7.549
4065.369,45.107,41.979,7.426
4066.305,44.406,41.445,7.178
4067.242,49.849,41.206,7.152
4068.178,45.916,40.843,7.368
4069.115,43.653,39.605,7.480
4070.052,38.446,38.730,7.253
4070.990,39.704,38.844,6.904
4071.927,41.697,39.876,6.701
4072.865,44.041,41.030,6.669
4073.803,47.810,41.202,6.568
4074.741,46.782,41.727,6.294
4075.679,46.063,41.795,6.312
4076.618,49.318,41.335,7.486
4077.557,38.752,40.896,9.149
4078.496,42.679,40.867,9.485
4079.435,45.414,40.828,8.555
4080.374,47.505,40.349,7.807
4081.314,43.197,40.175,7.950
4082.254,39.975,40.216,8.395
4083.194,45.463,40.107,8.116
4084.134,48.358,39.960,7.223
4085.075,42.229,40.429,6.669
4086.015,43.364,40.677,6.894
4086.956,42.391,39.745,7.199
4087.898,39.970,39.118,7.563
4088.839,36.401,38.984,7.475
4089.781,38.521,38.695,6.932
4090.722,40.601,39.420,6.749
4091.664,41.486,40.344,6.808
4092.607,41.572,41.151,7.004
4093.549,43.796,41.509,7.199
4094.492,42.146,41.111,7.208
4095.435,35.566,40.180,6.610
4096.378,40.166,39.656,5.721
4097.321,41.404,39.158,5.394
4098.265,39.678,39.395,5.756
4099.208,41.302,39.561,6.198
4100.152,40.858,39.288,6.358
4101.097,39.018,39.002,6.206
4102.041,35.698,38.823,5.939
4102.986,33.235,38.598,5.689
4103.931,35.021,38.970,5.449
4104.876,39.146,39.689,5.253
4105.821,41.139,40.323,5.365
4106.766,41.666,40.511,6.102
4107.712,39.933,39.989,6.712
4108.658,40.368,39.624,6.355
4109.604,41.346,39.625,5.558
4110.551,38.321,39.841,5.299
4111.497,41.523,39.980,5.969
4112.444,39.250,40.000,6.463
4113.391,38.767,40.371,6.145
4114.338,43.577,40.748,5.873
4115.286,41.249,40.587,6.481
4116.233,34.052,39.969,7.171
4117.181,37.819,39.480,6.669
4118.130,36.870,39.364,5.831
4119.078,33.527,38.790,5.906
4120.026,36.574,37.946,5.786
4120.975,31.076,37.040,5.522
4121.924,32.110,36.079,5.888
4122.873,32.396,35.379,6.479
4123.823,30.285,35.365,6.876
4124.772,29.793,36.263,6.963
4125.722,28.491,39.418,6.899
4126.672,26.210,41.517,6.849
4127.623,27.899,40.446,6.808
4128.573,26.864,37.440,6.731
4129.524,33.104,35.439,6.684
4130.475,29.983,35.491,6.444
4131.426,31.753,36.404,6.222
4132.378,35.513,36.961,6.216
4133.329,35.495,37.017,6.575
4134.281,32.342,37.241,7.108
4135.233,34.147,37.866,7.429
4136.185,36.424,37.801,7.302
4137.138,34.966,38.225,7.050
4138.091,38.424,38.969,7.229
4139.044,38.193,39.416,7.528
4139.997,39.667,39.562,7.271
4140.950,37.823,39.798,6.854
4141.904,40.666,39.997,6.505
4142.858,38.563,39.777,6.031
4143.812,39.923,39.119,5.628
4144.766,40.428,39.172,5.505
4145.720,39.905,39.479,5.689
4146.675,41.215,39.026,5.980
4147.630,40.225,39.235,6.157
4148.585,38.228,40.048,6.154
4149.540,44.109,40.210,5.792
4150.496,41.988,40.050,5.594
4151.452,37.892,39.904,5.640
4152.408,40.567,39.722,5.638
4153.364,39.718,39.705,6.017
4154.321,39.358,39.346,6.787
4155.277,40.231,38.698,7.295
4156.234,38.549,38.373,7.521
4157.191,39.215,38.483,7.603
4158.149,41.688,38.652,7.415
4159.106,39.053,38.814,6.702
4160.064,39.126,39.316,6.142
4161.022,42.494,39.418,6.434
4161.980,41.501,39.851,6.670
4162.939,41.478,40.659,6.817
4163.897,44.025,40.975,7.797
4164.856,45.467,40.625,8.517
4165.815,45.040,40.081,9.000
4166.775,40.740,39.888,9.084
4167.734,38.779,38.967,8.698
4168.694,39.079,37.802,8.320
4169.654,36.290,37.959,8.361
4170.614,37.269,38.858,8.301
4171.574,43.585,39.152,7.556
4172.535,42.039,39.360,7.415
4173.496,41.825,39.574,7.636
4174.457,41.900,39.958,6.955
4175.418,42.694,40.176,6.675
4176.380,39.281,39.007,6.821
4177.342,39.628,39.372,6.709
4178.304,40.799,39.225,6.601
4179.266,41.480,39.010,6.850
4180.228,41.389,39.021,7.102
4181.191,38.292,38.862,7.114
4182.154,39.626,39.175,6.854
4183.117,42.359,39.532,6.300
4184.080,37.412,39.870,6.169
4185.044,40.497,40.046,6.554
4186.007,40.522,40.197,6.358
4186.971,45.180,40.418,5.945
4187.936,41.242,40.285,5.737
4188.900,41.202,40.440,5.669
4189.865,44.442,40.088,5.906
4190.830,42.033,39.958,6.378
4191.795,39.582,40.155,6.627
4192.760,41.058,39.956,6.520
4193.725,40.061,39.544,6.646
4194.691,41.489,39.742,6.841
4195.657,38.887,39.385,6.340
4196.623,41.438,38.853,5.790
4197.590,40.927,38.334,5.651
4198.556,37.559,37.687,5.676
4199.523,37.422,37.683,5.623
4200.490,40.963,38.223,5.501
4201.458,41.487,38.043,5.348
4202.425,39.438,37.915,5.221
4203.393,40.807,38.264,5.320
4204.361,42.803,38.592,5.539
4205.329,42.444,38.741,5.671
4206.298,40.451,38.717,5.731
4207.266,43.371,38.882,5.961
4208.235,45.264,39.130,6.524
4209.204,42.614,39.336,6.988
4210.174,44.638,39.446,6.515
4211.143,41.179,39.250,5.684
4212.113,40.102,38.808,5.630
4213.083,42.143,38.691,6.041
4214.053,41.876,39.035,6.146
4215.023,42.364,39.351,6.176
4215.994,41.111,39.395,6.480
4216.965,40.602,39.971,5.952
4217.936,43.166,39.986,5.031
4218.907,43.825,40.061,5.295
4219.879,43.951,39.989,5.827
4220.851,40.832,39.510,6.007
4221.823,41.714,38.857,6.015
4222.795,41.291,38.503,5.768
4223.767,38.387,38.391,5.471
4224.740,39.687,38.178,5.438
4225.713,42.374,38.074,5.539
4226.686,39.803,38.188,5.315
4227.659,39.300,38.321,4.999
4228.633,41.714,38.393,5.253
4229.607,44.000,38.981,5.968
4230.581,39.801,39.509,6.164
4231.555,44.424,39.650,5.927
4232.530,43.785,39.753,5.795
4233.504,41.927,40.187,5.860
4234.479,44.858,40.310,6.008
4235.454,43.180,39.734,5.951
4236.430,43.201,39.830,5.860
4237.405,46.320,40.167,5.945
4238.381,42.267,40.039,5.880
4239.357,44.406,39.499,5.502
4240.333,44.403,39.187,5.460
4241.310,37.404,39.301,6.004
4242.287,39.475,39.430,6.153
4243.263,39.823,39.743,6.142
4244.241,38.695,40.295,6.340
4245.218,41.867,40.703,6.534
4246.196,43.276,40.536,7.010
4247.173,43.350,40.132,7.806
4248.152,42.425,39.552,8.314
4249.130,40.545,38.696,8.008
4250.108,39.361,37.599,7.220
4251.087,35.970,36.481,6.669
4252.066,35.297,35.709,6.426
4253.045,38.691,36.036,6.341
4254.025,39.090,36.992,6.885
4255.004,39.636,38.406,7.041
4255.984,40.368,39.523,6.932
4256.964,43.729,39.677,6.970
4257.945,40.823,39.776,7.136
4258.925,39.869,39.157,7.142
4259.906,40.751,38.881,6.666
4260.887,40.005,39.053,5.966
4261.868,41.187,39.278,5.754
4262.849,40.462,39.170,6.008
4263.831,39.189,38.597,5.575
4264.813,42.721,38.388,5.581
4265.795,38.732,39.314,6.679
4266.778,42.570,39.970,7.021
4267.760,39.213,39.952,6.624
4268.743,43.039,40.168,6.262
4269.726,41.865,40.536,6.281
4270.709,42.843,40.421,6.427
4271.693,42.133,40.011,6.437
4272.676,39.377,39.639,6.223
4273.660,41.619,39.306,5.774
4274.644,43.127,38.887,5.406
4275.629,44.239,38.656,5.524
4276.613,40.273,38.807,6.348
4277.598,42.271,38.595,7.057
4278.583,41.989,38.392,6.816
4279.569,41.483,38.394,6.620
4280.554,41.069,38.433,6.795
4281.540,41.154,38.791,6.402
4282.526,40.860,38.932,5.899
4283.512,41.578,39.166,6.191
4284.499,41.028,39.018,6.834
4285.485,38.477,38.356,6.703
4286.472,37.649,37.947,5.981
4287.459,38.304,38.638,5.446
4288.447,40.735,39.094,5.205
4289.434,42.388,39.730,4.792
4290.422,46.629,40.349,4.591
4291.410,41.772,40.567,5.177
4292.398,47.454,40.309,5.754
4293.387,45.083,39.829,5.877
4294.375,43.459,39.181,5.893
4295.364,44.209,38.322,5.956
4296.353,41.311,37.322,6.018
4297.343,37.314,36.574,5.946
4298.332,36.899,36.396,5.709
4299.322,38.374,36.420,5.319
4300.312,38.959,36.900,5.061
4301.303,38.378,37.562,4.959
4302.293,38.715,38.423,4.771
4303.284,42.514,39.144,4.772
4304.275,45.527,39.353,5.019
4305.266,41.670,39.506,5.234
4306.258,40.510,38.946,5.351
4307.249,37.741,38.273,5.422
4308.241,39.858,38.471,5.435
4309.233,42.440,38.921,5.287
4310.226,42.179,38.468,5.183
4311.218,45.112,38.227,5.295
4312.211,43.304,38.370,5.493
4313.204,37.702,37.797,5.928
4314.197,36.250,37.182,6.682
4315.191,36.856,36.873,7.125
4316.184,39.918,36.502,7.007
4317.178,38.813,36.463,6.645
4318.173,36.547,37.153,6.821
4319.167,39.626,37.708,7.317
4320.162,37.786,37.776,7.608
4321.157,37.759,37.428,7.838
4322.152,40.750,36.860,7.873
4323.147,40.425,36.198,7.013
4324.143,39.362,35.302,5.608
4325.138,39.206,34.745,5.176
4326.134,39.334,34.079,5.962
4327.131,34.997,33.511,6.709
4328.127,37.562,33.754,6.477
4329.124,34.677,34.184,6.315
4330.121,36.740,34.058,6.577
4331.118,35.367,34.068,6.808
4332.115,34.871,34.055,6.600
4333.113,37.590,33.787,6.217
4334.111,38.908,33.454,6.132
4335.109,35.197,33.388,6.428
4336.107,32.520,33.800,6.672
4337.106,34.262,34.344,6.349
4338.104,33.560,35.492,5.580
4339.103,36.419,36.515,5.512
4340.103,37.206,36.603,6.088
4341.102,39.330,37.732,6.115
4342.102,40.367,38.687,5.958
4343.102,42.374,39.474,6.154
4344.102,44.800,40.018,6.409
4345.102,41.093,40.244,6.684
4346.103,42.127,40.126,6.992
4347.104,40.551,39.504,7.397
4348.105,38.759,38.542,7.905
4349.106,39.018,37.758,8.266
4350.108,36.997,36.912,8.026
4351.109,38.769,36.006,7.209
4352.111,35.683,35.631,6.389
4353.114,37.549,36.256,6.597
4354.116,39.377,37.312,6.917
4355.119,39.871,37.986,6.947
4356.122,38.437,38.238,7.233
4357.125,36.803,38.194,10.871
4358.128,39.528,37.975,21.630
4359.132,42.302,37.907,32.744
4360.136,38.612,37.667,33.782
4361.140,35.349,37.419,24.939
4362.144,33.851,36.576,15.232
4363.149,30.970,35.325,10.142
4364.153,31.919,35.653,8.125
4365.158,34.513,40.241,7.558
4366.164,41.193,46.445,7.286
4367.169,38.487,48.552,7.213
4368.175,36.914,44.495,6.834
4369.181,31.359,38.181,6.366
4370.187,30.457,35.356,6.674
4371.193,33.415,35.467,6.686
4372.200,34.463,36.266,6.445
4373.207,36.413,36.929,6.454
4374.214,36.835,37.444,6.863
4375.221,37.381,37.706,7.250
4376.229,38.540,37.523,7.237
4377.236,36.701,37.127,6.953
4378.244,36.082,36.477,6.762
4379.253,35.698,36.538,6.870
4380.261,38.862,37.079,6.619
4381.270,37.204,37.757,6.003
4382.279,41.641,38.479,6.257
4383.288,39.813,38.820,6.233
4384.297,46.128,38.806,5.485
4385.307,41.757,38.894,5.163
4386.317,39.386,39.264,5.576
4387.327,41.183,39.620,6.014
4388.337,43.733,39.813,5.942
4389.348,44.323,40.497,5.725
4390.359,41.269,40.531,5.951
4391.370,39.231,40.577,6.449
4392.381,40.583,40.505,6.707
4393.392,42.970,40.126,6.606
4394.404,38.300,39.643,6.314
4395.416,36.837,39.230,6.385
4396.428,38.069,38.987,6.641
4397.441,42.162,39.100,6.489
4398.453,43.222,39.185,6.238
4399.466,41.644,38.815,6.349
4400.479,37.870,38.053,6.686
4401.493,37.560,37.679,7.042
4402.506,40.314,38.136,7.199
4403.520,42.187,38.656,7.092
4404.534,43.329,38.987,7.041
4405.549,42.964,39.185,7.057
4406.563,40.858,39.120,7.117
4407.578,41.075,38.306,7.476
4408.593,38.112,36.803,7.644
4409.608,37.845,35.525,7.801
4410.624,34.726,35.037,8.019
4411.639,31.707,35.355,7.766
4412.655,37.964,36.085,8.035
4413.671,39.101,36.752,8.441
4414.688,37.215,37.284,8.019
4415.704,38.205,37.444,7.980
4416.721,40.513,37.858,8.227
4417.738,39.836,38.293,7.913
4418.756,39.961,38.134,7.446
4419.773,42.617,38.437,7.377
4420.791,37.611,38.413,7.470
4421.809,36.959,38.269,7.913
4422.827,41.656,38.960,7.904
4423.846,39.276,39.804,7.513
4424.865,42.826,39.505,7.528
4425.884,40.813,39.364,7.664
4426.903,39.463,38.557,7.368
4427.922,38.246,38.385,7.324
4428.942,39.304,38.531,7.583
4429.962,39.041,38.248,7.510
4430.982,36.516,37.451,7.179
4432.003,37.348,36.886,6.990
4433.023,39.231,37.660,7.058
4434.044,38.215,37.876,7.109
4435.065,39.957,37.986,6.549
4436.086,39.114,38.546,6.092
4437.108,41.167,39.201,6.557
4438.130,40.153,39.876,7.152
4439.152,43.458,39.940,7.484
4440.174,37.701,39.439,7.497
4441.197,42.199,39.104,7.099
4442.219,37.604,38.945,6.882
4443.242,37.560,38.530,6.818
4444.266,38.984,38.563,6.615
4445.289,41.999,39.248,6.569
4446.313,43.091,40.017,6.808
4447.337,41.704,40.168,6.972
4448.361,40.821,39.807,6.887
4449.385,36.786,39.557,6.497
4450.410,39.880,39.380,6.104
4451.435,43.984,39.603,6.785
4452.460,39.360,39.581,7.006
4453.485,41.357,39.356,6.187
4454.511,42.290,39.217,5.781
4455.536,42.424,39.207,5.851
4456.562,43.428,39.119,5.925
4457.589,40.864,39.186,5.868
4458.615,38.413,39.210,5.751
4459.642,38.483,39.042,5.790
4460.669,39.602,38.682,6.081
4461.696,38.075,38.339,6.353
4462.724,37.545,38.470,6.403
4463.751,42.249,39.232,6.372
4464.779,43.242,39.863,6.079
4465.808,41.327,40.122,5.796
4466.836,42.720,40.145,6.247
4467.865,40.443,39.923,6.621
4468.893,39.556,39.157,6.426
4469.923,36.881,38.994,6.259
4470.952,35.603,39.422,6.524
4471.982,37.806,39.942,6.728
4473.011,40.826,40.293,6.837
4474.041,40.964,40.540,6.798
4475.072,40.560,40.689,6.816
4476.102,38.465,40.578,6.914
4477.133,39.384,40.761,6.941
4478.164,43.175,40.726,6.579
4479.195,42.945,40.155,5.921
4480.227,41.778,39.447,5.982
4481.259,38.135,38.940,6.675
4482.290,38.536,38.266,6.393
4483.323,35.993,37.926,6.446
4484.355,37.895,38.091,6.835
4485.388,38.683,38.162,6.156
4486.421,36.081,37.628,6.313
4487.454,36.833,37.490,6.984
4488.487,37.731,37.856,6.840
4489.521,37.694,38.349,6.169
4490.555,38.406,38.708,5.702
4491.589,38.503,38.885,5.737
4492.623,39.369,39.001,6.116
4493.658,40.204,39.137,6.665
4494.693,38.441,38.732,7.003
4495.728,37.319,38.855,6.623
4496.763,37.642,39.405,6.371
4497.799,38.185,40.151,6.840
4498.834,39.994,41.000,7.110
4499.870,41.161,41.147,6.870
4500.907,44.264,40.832,6.586
4501.943,40.698,40.955,6.748
4502.980,44.178,41.131,6.734
4504.017,41.838,41.173,6.608
4505.054,42.341,41.242,6.626
4506.091,44.508,40.644,7.075
4507.129,40.985,40.078,7.141
4508.167,39.378,39.234,6.904
4509.205,38.286,38.912,7.033
4510.244,37.024,39.562,7.039
4511.282,40.949,40.514,6.720
4512.321,40.523,40.861,6.889
4513.360,42.862,41.204,6.931
4514.400,43.472,41.041,6.535
4515.439,40.386,40.441,6.205
4516.479,40.508,39.951,6.304
4517.519,37.841,39.905,6.580
4518.559,37.688,39.861,6.577
4519.600,40.193,40.137,5.888
4520.641,40.057,40.104,6.285
4521.682,40.925,39.738,6.770
4522.723,39.367,39.411,6.516
4523.765,41.092,39.608,6.392
4524.806,39.540,40.569,6.733
4525.848,40.562,40.878,6.786
4526.891,43.504,40.847,6.492
4527.933,38.018,40.791,6.517
4528.976,41.482,40.900,6.830
4530.019,41.445,41.387,6.505
4531.062,41.138,42.228,6.344
4532.105,41.566,42.363,6.718
4533.149,44.134,42.347,7.252
4534.193,41.775,42.188,7.478
4535.237,39.262,41.959,7.313
4536.282,44.191,41.904,7.091
4537.326,44.702,41.693,6.885
4538.371,40.072,41.717,7.273
4539.416,38.545,41.605,7.743
4540.462,43.032,41.393,7.516
4541.507,42.155,41.105,7.101
4542.553,39.966,40.696,7.163
4543.599,42.362,40.546,7.150
4544.645,42.281,40.705,6.908
4545.692,39.572,40.642,7.467
4546.739,38.499,40.687,7.774
4547.786,45.623,41.010,7.182
4548.833,40.948,41.191,7.130
4549.881,39.729,40.872,7.033
4550.928,41.557,40.158,6.689
4551.976,40.004,39.808,6.687
4553.025,38.712,39.391,6.962
4554.073,36.656,38.592,6.942
4555.122,37.368,37.905,6.987
4556.171,38.360,37.905,7.026
4557.220,38.356,38.057,7.124
4558.270,37.706,37.965,7.323
4559.319,38.389,38.237,7.260
4560.369,40.087,38.499,6.931
4561.419,40.760,37.986,6.872
4562.470,37.926,38.264,6.874
4563.520,35.738,38.794,6.578
4564.571,42.773,39.607,6.659
4565.623,41.505,40.341,6.867
4566.674,42.654,40.591,6.722
4567.726,46.541,40.371,6.637
4568.777,40.669,40.275,6.878
4569.830,40.457,40.595,7.117
4570.882,40.464,40.540,6.949
4571.935,43.057,40.234,6.297
4572.987,40.993,40.023,5.848
4574.040,40.365,39.930,6.255
4575.094,40.835,39.797,6.743
4576.147,39.431,39.328,6.816
4577.201,39.240,38.936,6.796
4578.255,39.632,38.964,6.790
4579.310,38.442,39.202,6.694
4580.364,38.326,39.232,6.890
4581.419,39.236,39.288,7.150
