objid,ra,dec,u,g,r,i,z
1237648673995424170,244.1814839,-0.040762325,19.35005,18.8672,18.60045,18.56595,18.3264
1237648673997390397,248.6763529,-0.033692423,19.64506,19.20007,18.92006,18.58824,18.4555
1237648674510798991,195.1455899,0.232279613,20.35107,19.62863,19.48639,19.35613,19.29428
1237648674510799001,195.1614757,0.278092908,20.68142,20.08818,19.96569,19.95835,19.93475
1237648674510864617,195.3633258,0.313642627,19.73746,19.50241,19.48107,19.37278,19.14795
1237648674510930501,195.4266642,0.21851891,22.46309,20.88845,20.4253,20.50803,20.21295
1237648674510995690,195.5694586,0.300825006,20.3864,19.78457,19.6562,19.70173,19.54128
1237648674510995921,195.6648469,0.404636194,20.43727,20.06686,19.86952,19.68307,19.23771
1237648674511061237,195.7146127,0.33282316,19.48676,19.06972,18.38572,18.19126,17.65479
1237648674511126760,195.9539188,0.336255789,23.4568,20.92018,18.93978,18.71086,18.22868
1237648674511127080,195.901177,0.271074391,23.90797,21.41673,21.07825,21.20128,21.46543
1237648674511127138,195.9195882,0.273988124,22.64024,21.68257,21.47408,21.45808,21.25152
1237648674511192439,195.972478,0.290196578,24.97764,22.04241,21.9493,21.72104,21.09221
1237648674511257986,196.1393863,0.382076208,21.2381,20.58434,20.41864,20.46175,20.2415
1237648674511258009,196.2128902,0.317439036,21.69007,21.14919,20.95909,20.52025,20.07847
1237648674511323152,196.2779619,0.319045603,19.08202,19.07142,19.08597,18.89688,18.83379
1237648674511323338,196.3251052,0.230147891,19.69448,19.36073,19.16026,18.91192,18.9207
1237648674511389021,196.4679544,0.3245439,21.14707,20.85866,20.75674,20.42972,20.46561
1237648674511454377,196.6377068,0.380135503,20.34139,18.53073,17.59886,17.09143,16.75413
1237648674511455030,196.7120357,0.26700825,23.21743,21.53542,21.16374,20.98811,20.68454
1237648674511520055,196.8516666,0.375763848,21.02127,20.79844,20.69083,20.57244,20.66034
1237648674511520141,196.7418635,0.24505248,22.5395,21.69296,21.71862,21.85616,21.36015
1237648674511585307,196.9801176,0.290259807,19.06887,18.9174,18.96373,18.83997,18.86177
1237648674511650888,197.1076146,0.396626994,19.04032,18.71398,18.78277,18.68352,18.71026
1237648674511782513,197.4188664,0.350179255,22.17432,21.92204,21.82572,21.50509,21.08643
1237648674511847558,197.5594583,0.329879013,19.81987,19.36544,18.80387,18.39485,18.34682
1237648674511847634,197.4895884,0.218921937,20.90208,20.4775,20.49576,20.38141,20.22877
1237648674512109886,198.1168425,0.350023757,22.25827,21.53287,21.26897,21.07811,21.21066
1237648674512110062,198.088665,0.250456287,22.35075,21.32526,21.16908,21.2859,21.00521
1237648674529608337,238.1208205,0.291076134,22.00517,21.25529,20.04286,19.74492,19.08552
1237648674530066807,239.163319,0.334642536,19.48768,19.20668,19.00207,18.64036,18.49632
1237648674530066977,239.078147,0.237031009,20.70193,20.53902,20.02354,19.97735,19.92918
1237648674531901712,243.2601815,0.392745509,19.63441,19.1749,19.16361,18.84316,18.64435
1237648674532688079,245.0903368,0.347051119,18.61136,18.39325,17.9787,17.67523,17.41221
1237648674532754481,245.2030927,0.334933212,25.06947,21.99027,19.83576,19.35388,18.97747
1237648674533868064,247.7545338,0.34044729,19.42865,19.33024,19.04874,18.94936,18.95505
1237648674534457402,249.0999074,0.384085166,18.51769,18.31517,17.89158,17.80647,17.86166
1237648675034759301,165.6796445,0.789062617,19.4421,19.29109,19.23855,19.05512,19.02051
1237648675034759451,165.7354969,0.647757428,22.1924,21.48677,21.27574,21.09672,20.92733
1237648675066741125,238.6611669,0.812849728,19.53515,19.10653,18.98933,18.87432,18.72105
1237648675067265065,239.8356082,0.765641516,19.28906,18.98639,18.80339,18.5838,18.58617
1237648675068248659,242.2009038,0.696788182,19.58187,19.28159,19.26969,18.96857,18.6224
1237648675068313818,242.3295581,0.708874882,19.21554,18.90536,18.51978,18.45171,18.44021
1237648675068313902,242.2242359,0.694559286,19.86675,19.60947,19.27678,19.1797,19.21689
1237648675068445044,242.5114103,0.676810207,19.85085,19.52467,19.46768,19.17869,19.1142
1237648675068510288,242.6852719,0.78070356,18.26763,18.08615,18.09039,18.22024,18.36913
1237648675068903790,243.5633687,0.78945673,20.25649,19.70989,19.32832,19.17234,18.97223
1237648675069493430,244.9816659,0.798870439,18.96428,18.8121,18.68619,18.60255,18.33462
1237648675603153490,237.6529425,1.198380363,22.07954,21.12687,19.91664,19.50047,19.11403
1237648675603415445,238.2962173,1.139566921,19.89305,19.59575,19.39483,19.02729,18.99955
1237648675603612040,238.7395944,1.082115909,19.61389,19.3327,18.97235,18.87321,18.81566
1237648675604267010,240.1196725,1.174081766,17.99632,17.69816,17.53976,17.39557,17.23261
1237648675604726285,241.2544767,1.110538414,19.93445,19.65356,19.53733,19.2682,19.18841
1237648675605315758,242.5625403,1.190245119,18.42195,18.22511,18.16032,18.02365,17.98728
1237648675606037663,244.2417857,1.210797308,25.53766,22.4863,20.50361,19.88231,19.6371
1237648675606430259,245.1546503,1.230141828,19.89666,19.46951,19.30198,18.99787,19.01888
1237648675606692421,245.7157934,1.245388074,19.22358,19.01697,18.703,18.65866,18.64358
1237648675608003121,248.6833268,1.177545941,19.4622,19.24357,19.19163,19.01645,19.04119
1237648702966399088,183.2930157,-1.195540663,19.41508,19.2575,18.83252,18.86065,18.98819
1237648702966464821,183.4499317,-1.170573667,20.7982,20.28099,20.25735,20.32269,20.14436
1237648702966595654,183.7079101,-1.21250055,18.71625,18.27221,18.26027,18.23496,18.1969
1237648702966595749,183.7588146,-1.142295895,19.50654,18.7494,18.65179,18.51271,18.25216
1237648702966595884,183.6868135,-1.123902764,20.22203,19.72257,19.46728,19.47656,19.31913
1237648702966595901,183.7049681,-1.200217064,20.99802,20.47057,20.41916,20.27875,20.07073
1237648702966595930,183.7356563,-1.226327432,22.02275,21.59118,21.69179,21.77341,21.14686
1237648702966661359,183.8323958,-1.194640784,24.63071,22.17057,21.52662,21.41043,22.31095
1237648702966661381,183.7955499,-1.119219794,20.15951,20.00354,20.04612,19.94291,20.09502
1237648702966661500,183.7774082,-1.194010048,22.63301,21.08768,20.91582,21.10041,20.84803
1237648702966661701,183.8871241,-1.161515501,24.26114,22.03721,21.731,21.59088,21.28607
1237648702966726937,184.0622696,-1.136020169,22.06188,21.33055,21.10763,21.124,20.76771
1237648702966726963,183.921162,-1.192925513,22.40099,21.54123,21.43515,21.33377,21.00282
1237648702966792726,184.185642,-1.115114579,25.48838,22.4529,21.34702,21.26796,21.39028
1237648702966857970,184.3127302,-1.055729085,21.47032,20.861,20.28497,20.17691,19.88498
1237648702966858069,184.242733,-1.233653381,22.11165,21.09268,20.04848,19.34571,19.18925
1237648702966924069,184.4881376,-1.125175394,21.65256,21.68069,20.70833,19.7454,19.33175
1237648702967054549,184.703029,-1.089433657,21.76686,20.07654,19.92385,20.02712,19.99459
1237648702967120125,184.9149513,-1.21499596,20.72341,20.35531,20.14324,20.01011,19.6496
1237648702967185538,185.0524521,-1.092099166,19.70121,18.37604,17.54293,17.10101,16.93039
1237648702967251176,185.188573,-1.24077121,22.01869,20.62422,20.32099,20.29319,20.30791
1237648702967251190,185.2123205,-1.188000616,21.14461,20.47632,20.47679,20.43238,19.92677
1237648702967251208,185.2373587,-1.065644349,23.70797,24.82263,21.97362,20.86923,20.43705
1237648702967316880,185.3410638,-1.126027466,24.86696,22.02132,21.45689,21.37134,21.20603
1237648702967382055,185.41828,-1.241720306,20.11043,19.72907,19.67152,19.6565,19.35299
1237648702967382225,185.4294893,-1.070995538,21.91785,21.60679,21.46912,21.49614,21.03081
1237648702967447630,185.6183419,-1.169708745,20.2501,19.6442,19.23209,19.07657,18.74824
1237648702967447772,185.573074,-1.139161108,21.46898,20.44591,20.17706,20.04756,19.67103
1237648702967513252,185.8007018,-1.161959052,23.20806,21.01623,20.65791,20.49026,21.29866
1237648702967513619,185.8435392,-1.074544411,23.2488,22.14604,21.56831,21.26532,21.29956
1237648702967579022,185.9097043,-1.225174708,24.53655,21.59458,21.06882,20.88177,20.96335
1237648702967775400,186.3328189,-1.126926323,20.17611,19.55276,19.17416,19.14311,19.16611
1237648702967840872,186.60034,-1.209606197,17.60652,17.42644,17.27574,17.30598,17.28265
1237648702967971974,186.8051284,-1.237388491,19.29832,19.45683,18.99177,19.02567,19.14768
1237648702967972001,186.8765767,-1.079465503,20.58488,19.09665,18.89428,18.78909,18.78367
1237648702967972127,186.8546241,-1.11774469,20.59028,20.44914,20.3709,20.31348,20.29286
1237648702967972348,186.8990813,-1.209103009,24.68142,21.80269,21.44439,21.45004,21.61948
1237648702968037764,186.9117815,-1.201544833,23.9335,21.61605,21.02938,20.94261,20.89824
1237648702968103119,187.2009059,-1.070691725,19.7372,18.26631,18.16973,17.86462,17.49948
1237648702968103208,187.0999523,-1.13702963,21.85094,21.30293,21.15598,21.22445,20.77353
1237648702968103243,187.1478159,-1.241123159,21.649,21.0098,20.85795,20.9544,20.62948
1237648702968168795,187.2611194,-1.106675163,21.61891,20.84317,20.64924,20.51601,20.20767
1237648702968234601,187.4711768,-1.054757063,25.58059,22.00376,21.75932,21.88216,22.05387
1237648702968299550,187.5534736,-1.098177484,19.00629,18.81969,18.5447,18.61185,18.52902
1237648702968299823,187.5866126,-1.093242023,21.6319,20.92878,20.4196,20.06305,19.82929
1237648702968365338,187.6894059,-1.251112095,20.30779,20.37321,20.40033,20.14071,19.90023
1237648702968365603,187.7480939,-1.06831148,23.96838,22.60665,21.24722,21.22524,21.52705
1237648702968430793,187.8393874,-1.110016175,25.83735,20.05273,19.38639,19.32003,19.34642
1237648702968430878,187.8635264,-1.154188461,21.93828,21.13857,21.14271,21.29667,20.7155
1237648702968431200,187.9428696,-1.113113839,22.4487,21.09778,20.87702,20.85295,20.45068
1237648702968496392,188.0161986,-1.122230589,20.62597,20.3606,20.25001,20.44331,20.43102
1237648702968496606,188.0518582,-1.065337072,22.3392,21.21794,20.99247,21.0457,20.69252
1237648702968496647,188.0958083,-1.148664069,22.19516,21.70831,21.68076,21.63082,21.42776
1237648702968692957,188.4818204,-1.201066583,20.88228,20.41387,20.1977,20.19178,20.10889
1237648702968758715,188.5827024,-1.093608861,22.71137,21.26723,21.04825,20.87268,20.76887
1237648702968823922,188.7940944,-1.129360891,19.47398,18.78969,18.69941,18.60638,18.56569
1237648702968823923,188.7962502,-1.14152824,20.09593,19.67189,19.63903,19.55063,19.44457
1237648702968824349,188.8077236,-1.174985587,25.07989,21.74557,21.46274,21.45524,21.65508
1237648702968889412,188.9734489,-1.196828293,18.91523,18.71377,18.61907,18.48784,18.51315
1237648702968889655,188.9390371,-1.119874696,22.08907,21.38113,21.25553,21.41837,21.27538
1237648702969086027,189.3369054,-1.220830043,19.5322,19.18563,19.09726,18.95864,18.69172
1237648702969086159,189.3079564,-1.15213447,20.40533,20.18925,20.22331,20.0772,19.78386
1237648702969086296,189.3179966,-1.155835344,22.56206,21.906,21.85706,21.73604,21.15702
1237648702969217198,189.7340423,-1.059121477,20.32243,19.68387,19.28794,18.95519,18.87638
1237648702969282768,189.7774551,-1.164853671,21.97145,21.39889,21.42978,21.28463,21.22195
1237648702969348153,189.9991552,-1.179144203,18.55704,18.22985,18.18167,18.33387,18.22628
1237648702969348231,189.9908639,-1.095930747,19.41634,19.23238,18.89691,18.99322,18.84416
1237648702969348615,189.9428804,-1.223965991,22.27644,21.43734,21.37477,21.53643,21.38286
1237648702969413754,190.0554145,-1.094393173,21.49098,20.36076,19.6976,19.3812,19.15985
1237648702969413827,190.0594164,-1.11263875,21.37939,20.75401,20.38746,20.10536,19.74217
1237648702969413870,190.1154248,-1.134197216,21.39655,20.95437,20.82706,20.97077,20.64474
1237648702970528048,192.7407101,-1.171156012,20.52913,19.87691,19.78032,19.81244,19.67367
1237648702970593285,192.7486924,-1.06792967,19.27704,19.21079,19.01585,18.95308,18.99461
1237648702970593635,192.8735532,-1.063849448,20.64003,19.94335,19.71468,19.67291,19.41978
1237648702970658854,192.9940212,-1.107205622,19.24488,18.82851,19.00558,18.75481,18.62912
1237648702970659273,192.9097209,-1.075897906,23.01391,21.84385,21.63791,21.317,20.91413
1237648702970659379,192.9759631,-1.24271168,22.58451,20.12077,19.97181,20.05407,19.75282
1237648702970790582,193.3030308,-1.099542588,23.26656,21.76338,21.4541,21.39506,21.50756
1237648702970855658,193.3613166,-1.164777481,21.29983,20.54596,20.26511,20.23793,19.96899
1237648702970855682,193.4045238,-1.216185647,21.97271,21.34285,21.23848,20.97246,20.61356
1237648702971052268,193.8843761,-1.102436976,19.49358,19.30191,19.16497,18.85753,18.91912
1237648702971052277,193.8887927,-1.080351294,20.83343,19.70832,19.57967,19.48241,19.4423
1237648702971052426,193.9087152,-1.131082186,21.69271,21.04084,21.05196,21.24366,20.81325
1237648702971052753,193.9360174,-1.191089834,24.53636,21.86528,21.91038,21.98603,22.22151
1237648702971183397,194.1064958,-1.236808664,20.90765,20.43365,20.21152,20.11269,20.21681
1237648702971183412,194.1277992,-1.11273105,21.03114,20.701,20.70637,20.67875,20.19286
1237648702971183450,194.1809174,-1.111593443,20.59681,19.8801,19.80381,19.83919,19.61192
1237648702971249392,194.265843,-1.098575362,22.23091,21.8716,20.96131,19.83313,19.7556
1237648702971314402,194.4967492,-1.191763697,24.99198,20.44902,18.99632,18.54342,18.46021
1237648702971380102,194.6476187,-1.22208161,20.57192,19.97908,19.93777,19.86656,19.68195
1237648702971445613,194.8383553,-1.090128873,20.75194,20.26257,20.19826,20.20226,20.04879
1237648702971511144,194.9516927,-1.129511066,21.98184,20.32249,20.11032,20.09224,19.98448
1237648702971511190,194.8506878,-1.226038774,22.48599,21.62271,21.71334,21.66191,21.43941
1237648702971576379,195.0121655,-1.100488149,18.3103,18.17691,17.93686,18.05766,17.34606
1237648702971707646,195.3250877,-1.211591513,21.01835,20.63368,20.55847,20.36406,20.24976
1237648702971773002,195.4740908,-1.236407938,17.97049,17.91656,17.8919,17.6866,17.66619
1237648702971773540,195.5207883,-1.249807995,24.97466,22.18229,20.51222,20.2206,20.07648
1237648702971904079,195.8049127,-1.18347174,19.03424,18.86326,18.79236,18.59671,18.6082
1237648702971904139,195.7841276,-1.075800074,22.12346,19.84996,19.74059,19.85398,19.6905
1237648702971969738,195.9642293,-1.163583023,19.65445,19.12946,18.98248,18.62587,18.37205
1237648702971969895,196.0259247,-1.112358003,22.01062,21.21215,21.29807,21.18323,20.66591
1237648702972100785,196.2400315,-1.230064953,19.39799,19.10047,18.77159,18.52418,18.24149
1237648702972559384,197.3086752,-1.20193102,19.05529,18.37431,18.0996,17.87199,17.8078
1237648702972625102,197.4946028,-1.191184113,21.17151,19.83594,19.63538,19.63232,19.5405
1237648702972625295,197.4074859,-1.164229731,24.79392,21.80785,20.8091,20.70549,20.54888
1237648702972690747,197.599637,-1.115180016,21.54881,20.89771,20.68916,20.62372,20.22344
1237648702972756304,197.774149,-1.193367716,21.83968,21.30319,21.30812,21.36153,20.96164
1237648702972821531,197.8792863,-1.05897717,18.77312,18.72713,18.46905,18.41397,18.49664
1237648702972887155,198.03618,-1.119481179,19.43596,19.13261,18.9456,19.10203,19.01728
1237648702972887236,198.1109956,-1.052920418,21.02524,20.42377,20.29582,20.1899,20.08422
1237648702972887552,198.0093913,-1.165350472,22.88067,21.09937,19.78948,19.22916,18.80204
1237648702972952642,198.2821966,-1.063248565,21.95269,21.47875,21.17848,21.05416,21.10268
1237648702973018230,198.2963136,-1.216190668,23.56612,22.22358,20.74169,19.76912,19.57739
1237648702973018738,198.390464,-1.129953699,22.39426,21.60329,21.52759,21.54885,21.11255
1237648702973084010,198.4769841,-1.144021634,21.48946,20.78204,20.72572,20.48933,20.14565
1237648702973280434,198.9613477,-1.184726399,21.01858,19.89567,19.60081,19.50146,19.41314
1237648702973280657,198.8969434,-1.069499931,21.52134,20.89823,20.84134,20.87006,20.7847
1237648702973280721,198.9997668,-1.243313633,21.72972,21.2252,21.09416,21.11984,20.882
1237648702973476883,199.3783843,-1.234136429,18.61473,18.62617,18.2158,18.20234,18.32121
1237648702973608398,199.6988192,-1.062862875,21.59327,21.21791,21.12139,21.15237,20.73003
1237648702973608429,199.7569882,-1.118638857,22.16392,21.24836,21.07737,21.2676,20.83131
1237648702973608790,199.7776634,-1.170327963,22.86226,21.07699,20.89596,21.08008,21.47297
1237648702973673859,199.8046903,-1.215467333,21.96128,21.36844,21.56299,21.25779,21.0335
1237648702973804648,200.1115452,-1.131371328,19.71913,19.28876,19.27166,19.06291,19.22741
1237648702973870475,200.2627945,-1.142226093,21.85598,21.27753,21.24113,21.23382,21.44602
1237648702973870917,200.3632094,-1.068532838,23.85557,21.45235,21.17476,20.94496,20.83349
1237648702973935977,200.493352,-1.106035996,21.67616,21.17541,21.19979,21.08217,20.80247
1237648702973935981,200.5033304,-1.132140866,21.04305,20.08244,19.67779,19.52502,19.191
1237648702974001470,200.5715893,-1.099200053,22.04026,21.21198,21.39416,21.3036,21.20295
1237648702974001518,200.6690632,-1.058533238,22.0629,21.33295,21.58475,21.42672,21.04589
1237648702974001615,200.5680343,-1.122911833,22.84852,22.01175,21.99756,21.83719,21.14001
1237648702974132562,200.8770747,-1.127118705,21.38725,20.8923,20.7862,20.76851,20.52968
1237648702974197889,201.0435997,-1.212137873,19.66951,19.71992,19.76968,19.37824,19.53762
1237648702974263342,201.2017562,-1.139365198,22.05968,21.35679,20.25786,19.41484,18.91928
1237648702974263422,201.1433757,-1.076878846,20.52811,19.56059,19.48748,19.23848,18.87321
1237648702974264054,201.2761591,-1.224972739,23.85775,22.41445,21.66486,21.4106,22.01513
1237648702974591580,201.9315434,-1.128682916,22.7223,21.04518,20.84323,20.86406,20.71682
1237648702974656755,202.1354474,-1.054987399,19.55059,19.21601,19.14157,19.02588,18.72193
1237648702974722234,202.2783431,-1.185343591,19.51908,19.18237,18.891,18.55194,18.50775
1237648702974722434,202.2818744,-1.218727933,20.55532,20.18752,19.8933,19.95775,19.82514
1237648702974853595,202.5163477,-1.102436751,23.16483,22.06199,22.12726,21.89174,21.41211
1237648702974918944,202.6655721,-1.119710499,21.03621,20.63395,20.58154,20.36875,20.14433
1237648702974919134,202.6515107,-1.118156218,22.86918,22.22639,21.2446,20.47382,19.71373
1237648702974984557,202.842547,-1.176155976,22.13791,21.08145,20.97517,21.24869,21.0053
1237648702975049913,203.0310897,-1.094461178,21.26565,20.86767,20.63837,20.61087,20.23099
1237648702975115910,203.1949163,-1.245917246,23.06857,21.76256,21.68213,21.90592,21.38924
1237648702975311938,203.5856242,-1.129076969,18.92903,18.19313,18.14391,18.10543,17.95514
1237648702975443087,203.9431371,-1.186610946,20.8322,19.95922,19.2209,18.8085,18.59787
1237648702975508820,204.0813337,-1.172509755,20.99393,20.4675,20.268,20.23911,19.73778
1237648702975509157,204.0925116,-1.110673122,23.5938,20.42808,20.23838,20.34513,20.30339
1237648702975574228,204.1406013,-1.074721008,20.0439,19.68928,19.47083,18.97687,18.62392
1237648702975574329,204.2670812,-1.203783317,20.02766,19.69109,19.5742,19.32904,19.45321
1237648702975574436,204.1831519,-1.198644642,21.98109,20.88287,21.00211,20.91546,20.54462
1237648702975574469,204.2596214,-1.224580093,20.504,20.06761,20.02928,20.01215,19.93176
1237648702975574828,204.2547012,-1.084925516,21.91406,21.17992,20.64742,19.73745,19.39362
1237648702975640200,204.3342843,-1.172075359,24.7803,21.21877,20.57595,20.33509,20.12988
1237648702975705768,204.5116717,-1.227939145,25.7277,21.76405,21.28032,21.33676,21.33956
1237648702975771050,204.6231329,-1.049541347,21.88915,21.37219,21.31647,21.14288,21.02927
1237648702975771075,204.6528057,-1.228128481,22.43882,21.54173,21.13036,20.66129,20.48328
1237648702975771439,204.6866506,-1.233552581,24.26072,21.86822,21.77305,21.57178,21.31114
1237648702975967903,205.0806321,-1.228714827,25.443,22.69784,21.11468,20.84454,20.60859
1237648702977015920,207.4516275,-1.106049934,16.94259,16.38679,16.30574,16.08914,16.15234
1237648702977015922,207.4551456,-1.228897741,19.44422,19.34145,19.05333,19.03365,19.05804
1237648702977016297,207.4699869,-1.141322674,22.4807,21.87837,21.60541,21.62952,21.25686
1237648702977081979,207.5884388,-1.193700382,25.36586,22.6979,21.49941,21.62253,21.95533
1237648702977081981,207.589107,-1.063119325,23.89951,21.52986,21.30743,21.53338,21.50224
1237648702977278371,208.1296245,-1.131624456,22.10914,20.3722,20.12772,20.11724,20.01324
1237648702977278450,208.0286282,-1.065578012,22.61253,21.72441,21.718,21.55598,21.42971
1237648702977343515,208.1986709,-1.056105651,18.76204,18.43661,18.1325,18.07883,18.05561
1237648702977343744,208.3037578,-1.070576128,20.94814,20.00891,19.81446,19.67823,19.39224
1237648702977344024,208.1780703,-1.101337264,23.10094,21.87755,21.88763,21.71943,22.35732
1237648702977344142,208.2411064,-1.17809068,24.62171,22.00465,21.72348,21.73904,21.5846
1237648702977409255,208.4278329,-1.117369741,20.16348,19.61926,19.56139,19.54856,19.33074
1237648702977409781,208.4528174,-1.169060147,23.61349,21.64198,21.31762,21.47883,21.39592
1237648702977475016,208.5396827,-1.210793991,21.65672,20.97042,20.88924,20.74114,20.43025
1237648702977606067,208.8898162,-1.229125584,22.2033,21.20281,21.03494,20.93955,20.43126
1237648702977671219,209.0146335,-1.072744949,18.72859,18.82217,18.73748,18.39501,18.22738
1237648702977671572,208.9351357,-1.229674603,22.2213,21.34439,19.98246,19.10814,18.80416
1237648702977671991,208.9828065,-1.17536902,24.89351,22.35281,21.17693,20.20954,19.83193
1237648702977802678,209.35166,-1.25125229,20.49143,20.29692,20.18589,19.81688,19.66806
1237648702977867839,209.4615334,-1.172793826,18.9202,18.74053,18.84813,18.69984,18.28795
1237648702977868083,209.3884166,-1.063491921,20.38977,20.03461,19.87275,19.73255,19.61464
1237648702977933459,209.6108114,-1.151564183,20.07954,19.55975,19.50054,19.47229,19.28424
1237648702977998865,209.6857293,-1.181992215,18.99721,18.89604,18.7619,18.53646,18.44405
1237648702977999453,209.7126147,-1.153833312,22.80715,21.73589,21.25992,20.90661,20.49443
1237648702978130105,210.0694027,-1.139468674,19.2534,19.11489,18.58416,18.33228,17.78904
1237648702978195507,210.2055668,-1.062480956,23.07597,21.78359,21.06298,19.92091,22.82272
1237648702978195775,210.1107633,-1.21970925,20.51482,19.9038,20.01378,19.90389,19.77254
1237648702978195974,210.1377896,-1.048334797,23.02917,21.97505,22.04794,22.0084,22.24779
1237648702978326896,210.4541707,-1.060018478,21.33873,20.77097,20.49325,20.35468,19.89955
1237648702978327273,210.551797,-1.102714786,22.32398,21.72008,21.86,21.73738,20.85803
1237648702978392413,210.622609,-1.086783178,20.40728,19.85438,19.79673,19.58625,19.34181
1237648702978457996,210.7275761,-1.152537784,20.8876,20.13622,20.21153,20.11965,19.82639
1237648702978458065,210.8310943,-1.215686827,21.47923,20.92974,20.91111,20.70423,20.18336
1237648702978523455,210.8966389,-1.10984173,21.31377,21.02371,20.80763,20.4472,20.13428
1237648702978523615,210.8996714,-1.069102485,21.70711,20.52334,19.63671,18.90726,18.33157
1237648702978588867,211.1017666,-1.156335946,19.4147,18.77234,18.79915,18.64785,18.34058
1237648702978719923,211.3596893,-1.178362795,19.77585,19.41626,19.33529,19.02333,18.95993
1237648702978720303,211.3948436,-1.130462254,21.83444,20.99682,20.05066,19.33125,19.08644
1237648702978785364,211.5729691,-1.049231911,19.19906,19.29424,19.19999,18.99146,18.85468
1237648702978785492,211.5935059,-1.208568602,20.43209,19.57789,18.95795,18.7238,18.67516
1237648702978785566,211.5954487,-1.176411768,22.80472,20.47836,18.80639,18.17786,17.86562
1237648702978851204,211.6674698,-1.135061813,20.84538,20.30558,20.22939,20.07577,19.94894
1237648702978851239,211.7298351,-1.056015312,22.09306,21.54568,21.41183,21.37599,21.36996
1237648702978851419,211.6919148,-1.106405472,22.62971,21.99176,22.00838,21.75826,22.09342
1237648702978916937,211.9042597,-1.170509096,21.27557,20.67323,20.65189,20.66463,20.28174
1237648702979047457,212.0731569,-1.242232086,18.04208,17.95175,17.8782,17.63477,17.53946
1237648702979047505,212.138545,-1.082475396,18.81972,18.43325,18.30498,18.14079,18.21864
1237648702979113066,212.206416,-1.110607459,20.11491,19.16813,18.95317,18.86335,18.82818
1237648702979178522,212.3961372,-1.079627448,19.44992,19.16291,19.23418,19.04292,19.03395
1237648702979178656,212.3796116,-1.057812914,20.93863,19.52431,19.29849,19.05321,18.95453
1237648702979178883,212.4911512,-1.193913846,21.58033,21.1269,21.0273,20.9495,20.35429
1237648702979244142,212.517881,-1.145709444,21.5927,19.64162,19.3371,19.18897,19.05502
1237648702979244538,212.573218,-1.116052314,24.93635,21.18893,20.7794,20.47892,20.16803
1237648702979309649,212.7490242,-1.187006726,19.14227,18.87727,18.75933,18.78379,18.77192
1237648702979310168,212.7414257,-1.109600383,23.32624,22.11647,22.41769,22.25159,21.70342
1237648702979310224,212.7638261,-1.141513491,24.11573,21.63402,21.64669,21.72731,21.90026
1237648702979375358,212.954175,-1.244139428,19.3968,19.06577,18.90909,18.91331,18.65579
1237648702979375660,212.8644905,-1.107734209,23.66969,21.74207,20.69118,19.73639,19.13973
1237648702979440817,212.9708578,-1.213340082,20.94832,20.01577,19.8367,19.7145,19.59874
1237648702979441359,212.9726068,-1.219713774,22.88389,22.30551,21.04957,20.13513,19.56872
1237648702979506400,213.2178927,-1.100246006,20.01408,19.32693,18.92687,18.64538,18.35172
1237648702979506756,213.1971854,-1.209968549,24.97806,23.93063,22.09751,20.51527,19.92609
1237648702979702841,213.610629,-1.231852458,18.16338,17.82378,17.8957,18.00779,18.222
1237648702979833866,213.8572343,-1.231290779,18.51359,17.52731,16.29175,16.02222,15.81768
1237648702979834128,213.8677051,-1.087487706,19.79503,19.61753,19.03569,18.59397,17.91649
1237648702980358584,215.1276217,-1.095398544,25.08776,21.29601,20.65456,20.11806,19.68448
1237648702980424336,215.3207112,-1.061208931,22.2809,20.92968,20.5906,20.77855,20.41772
1237648702981276630,217.2776299,-1.05751488,22.33437,22.88203,20.51413,19.45695,19.12311
1237648702981866040,218.5880441,-1.207322894,20.65104,19.98336,19.89471,19.87432,19.84363
1237648702981866473,218.6226104,-1.163402422,23.1843,21.88577,21.9124,21.92637,21.76098
1237648702981931441,218.7274855,-1.156398783,21.55744,20.99514,20.92901,20.89532,20.58819
1237648702981931677,218.7008807,-1.056750856,23.76247,21.92293,20.50891,20.00786,19.51608
1237648702982062298,219.0306755,-1.207378402,19.77249,19.51226,19.30884,19.12148,19.11352
1237648702982127696,219.2090828,-1.207812043,18.68949,18.50213,18.45687,18.21114,18.14487
1237648702982193340,219.2550245,-1.071666526,19.51001,19.0365,18.48173,18.25327,17.82785
1237648702982259130,219.450889,-1.243383124,20.42027,20.46121,20.30543,19.88701,19.75243
1237648702982324337,219.6395445,-1.237116224,18.1804,17.79061,17.88237,17.74882,17.84433
1237648702982324520,219.6364994,-1.147599577,20.71985,19.90077,19.95868,19.90936,19.7973
1237648702982390027,219.7812819,-1.104666456,19.92674,19.58557,19.22464,18.76055,18.52532
1237648702982586649,220.2328324,-1.111670961,20.28721,19.6603,19.69588,19.42686,19.11624
1237648702982652354,220.3892474,-1.21998707,20.39937,20.30382,20.2552,20.02182,19.88487
1237648702982717921,220.5057744,-1.097303727,22.20807,21.6723,21.58971,21.65875,20.90617
1237648702982783265,220.6842982,-1.162122663,20.35527,19.97261,19.52343,19.08023,18.8625
1237648702982848658,220.8617559,-1.136685789,19.42573,19.31357,19.09871,19.09647,19.12999
1237648702982848809,220.8322004,-1.065980282,20.26753,19.68042,18.95748,18.75261,18.15773
1237648702982849018,220.7551648,-1.128628254,20.15814,20.13403,20.09907,19.8364,19.90449
1237648702982849059,220.8287563,-1.138104786,22.14509,21.53507,21.52343,21.264,20.85036
