Wavelength,Flux,BestFit,SkyFlux
3784.426,1.917,0.496,2.117
3785.297,1.410,0.483,2.314
3786.169,1.139,0.498,2.295
3787.041,0.590,0.527,2.198
3787.913,-0.614,0.558,2.112
3788.785,-1.247,0.560,1.904
3789.658,-0.054,0.534,1.740
3790.531,0.854,0.532,2.035
3791.403,-0.631,0.549,2.270
3792.277,-0.631,0.560,2.681
3793.150,-0.979,0.550,2.619
3794.023,-1.450,0.522,2.233
3794.897,0.364,0.506,2.117
3795.771,0.957,0.527,2.280
3796.645,-1.053,0.540,2.289
3797.519,0.501,0.550,1.851
3798.394,0.718,0.577,1.614
3799.269,-0.573,0.590,1.424
3800.144,1.038,0.576,1.554
3801.019,-0.329,0.583,1.821
3801.894,0.678,0.575,2.070
3802.769,1.010,0.521,2.128
3803.645,0.393,0.522,2.054
3804.521,0.287,0.547,2.117
3805.397,1.311,0.547,2.181
3806.274,2.193,0.562,1.936
3807.150,1.882,0.547,1.883
3808.027,0.891,0.539,1.924
3808.904,0.004,0.547,1.991
3809.781,0.084,0.571,1.969
3810.658,0.819,0.596,2.009
3811.536,-0.096,0.598,2.103
3812.414,0.789,0.587,1.965
3813.291,-0.838,0.565,2.114
3814.170,-1.312,0.549,2.380
3815.048,0.110,0.534,2.514
3815.926,-0.120,0.531,2.446
3816.805,0.338,0.566,2.324
3817.684,1.039,0.588,2.255
3818.563,1.113,0.591,2.398
3819.443,0.741,0.595,2.520
3820.322,0.781,0.590,2.297
3821.202,1.334,0.573,1.872
3822.082,0.529,0.577,1.749
3822.962,-0.617,0.589,2.087
3823.843,0.699,0.569,2.178
3824.723,0.586,0.564,1.910
3825.604,-0.827,0.557,1.627
3826.485,0.247,0.538,1.622
3827.366,0.077,0.545,1.821
3828.247,0.666,0.500,2.081
3829.129,-0.187,0.473,2.289
3830.011,0.441,0.492,3.014
3830.893,1.649,0.500,3.106
3831.775,0.294,0.463,3.140
3832.657,1.965,0.436,3.323
3833.540,1.350,0.449,3.103
3834.423,1.882,0.433,2.696
3835.306,2.244,0.418,2.710
3836.189,0.782,0.394,2.704
3837.072,-0.659,0.358,2.754
3837.956,0.903,0.361,2.526
3838.840,1.043,0.377,2.227
3839.724,0.038,0.396,2.123
3840.608,0.324,0.381,2.146
3841.493,1.410,0.365,2.236
3842.377,1.128,0.373,2.242
3843.262,1.485,0.363,2.273
3844.147,1.272,0.364,2.393
3845.032,0.684,0.362,2.572
3845.918,0.130,0.359,2.692
3846.803,0.005,0.338,2.760
3847.689,0.494,0.304,2.661
3848.575,1.115,0.291,2.286
3849.462,1.335,0.280,2.154
3850.348,0.973,0.280,2.278
3851.235,0.690,0.282,2.274
3852.122,0.074,0.280,2.250
3853.009,-0.741,0.283,2.286
3853.896,1.476,0.297,2.365
3854.784,-0.993,0.279,2.299
3855.671,-1.010,0.272,1.998
3856.559,0.845,0.304,1.846
3857.447,0.881,0.334,1.955
3858.336,-0.696,0.327,1.974
3859.224,0.647,0.306,1.746
3860.113,-0.226,0.292,1.494
3861.002,-0.312,0.294,1.468
3861.891,0.175,0.298,1.773
3862.780,0.144,0.310,1.985
3863.670,-0.143,0.324,2.156
3864.560,-0.380,0.305,2.272
3865.449,-0.378,0.297,2.152
3866.340,-0.011,0.321,1.910
3867.230,1.404,0.326,1.764
3868.121,1.930,0.311,1.787
3869.011,-0.375,0.299,1.883
3869.902,-0.407,0.291,1.763
3870.793,0.387,0.300,1.550
3871.685,-0.762,0.304,1.415
3872.576,-0.719,0.305,1.333
3873.468,1.039,0.299,1.378
3874.360,0.859,0.285,1.625
3875.252,-0.395,0.279,2.270
3876.145,0.920,0.284,2.281
3877.037,0.730,0.270,1.942
3877.930,0.106,0.277,1.851
3878.823,0.413,0.293,1.703
3879.717,0.727,0.288,1.513
3880.610,1.195,0.278,1.423
3881.504,-0.064,0.256,1.488
3882.398,0.891,0.229,1.346
3883.292,1.126,0.253,1.430
3884.186,-0.362,0.292,1.594
3885.080,-0.345,0.298,1.645
3885.975,0.136,0.297,1.519
3886.870,1.602,0.302,1.481
3887.765,-0.182,0.281,1.479
3888.660,-0.779,0.283,1.498
3889.556,0.630,0.305,1.463
3890.451,-0.401,0.303,1.420
3891.347,-0.060,0.259,1.547
3892.243,0.710,0.251,1.734
3893.140,1.250,0.277,1.856
3894.036,0.204,0.303,1.961
3894.933,-0.467,0.316,2.108
3895.830,1.623,0.317,1.876
3896.727,0.645,0.306,2.116
3897.625,0.567,0.283,2.060
3898.522,0.455,0.270,2.011
3899.420,0.886,0.280,2.027
3900.318,1.259,0.291,1.983
3901.216,-0.045,0.289,2.074
3902.114,-0.546,0.295,2.208
3903.013,-0.036,0.297,2.106
3903.912,0.541,0.297,1.991
3904.811,0.450,0.283,2.324
3905.710,0.118,0.282,2.644
3906.609,0.251,0.313,2.886
3907.509,-0.331,0.330,3.147
3908.409,-0.860,0.322,3.457
3909.309,1.966,0.349,3.600
3910.209,2.271,0.359,3.405
3911.110,-1.104,0.335,3.402
3912.010,-1.418,0.308,3.379
3912.911,0.930,0.300,3.536
3913.812,0.472,0.303,3.564
3914.714,0.989,0.300,3.296
3915.615,1.648,0.294,3.221
3916.517,1.134,0.303,2.918
3917.419,0.579,0.317,2.821
3918.321,0.125,0.295,2.698
3919.223,0.468,0.294,2.510
3920.126,1.302,0.299,2.301
3921.029,0.888,0.283,2.105
3921.931,-0.126,0.249,1.872
3922.835,0.470,0.235,1.768
3923.738,0.437,0.265,1.910
3924.642,0.331,0.281,1.996
3925.545,1.018,0.323,1.841
3926.449,0.537,0.325,1.776
3927.354,-0.490,0.310,1.691
3928.258,0.475,0.313,1.486
3929.163,-0.037,0.301,1.376
3930.067,0.389,0.278,1.368
3930.972,0.319,0.282,1.338
3931.878,0.013,0.257,1.308
3932.783,0.144,0.241,1.315
3933.689,0.269,0.265,1.256
3934.595,-0.124,0.265,1.248
3935.501,1.074,0.302,1.223
3936.407,0.850,0.352,1.219
3937.314,0.088,0.342,1.351
3938.220,-0.079,0.298,1.557
3939.127,-0.222,0.278,1.802
3940.034,0.634,0.281,1.905
3940.942,1.231,0.299,1.995
3941.849,0.325,0.298,2.138
3942.757,0.418,0.288,2.302
3943.665,1.119,0.276,2.396
3944.573,-0.560,0.276,2.578
3945.481,-0.511,0.301,2.303
3946.390,0.571,0.316,2.219
3947.299,0.265,0.319,2.417
3948.208,0.235,0.320,2.455
3949.117,0.912,0.309,2.368
3950.026,0.247,0.287,2.251
3950.936,-0.219,0.280,2.172
3951.846,-0.162,0.265,2.190
3952.756,0.254,0.259,2.348
3953.666,-0.289,0.266,2.435
3954.577,-0.384,0.278,2.076
3955.487,1.798,0.285,2.197
3956.398,0.355,0.281,2.309
3957.309,0.720,0.272,2.220
3958.221,0.585,0.306,2.078
3959.132,0.295,0.304,2.074
3960.044,0.506,0.285,2.183
3960.956,0.271,0.289,2.244
3961.868,0.064,0.277,2.275
3962.780,-0.820,0.262,2.003
3963.693,-0.026,0.230,1.673
3964.606,0.766,0.222,1.522
3965.519,0.305,0.241,1.479
3966.432,0.368,0.267,1.383
3967.345,1.557,0.285,1.210
3968.259,0.356,0.283,1.236
3969.173,0.633,0.243,1.158
3970.087,1.060,0.243,0.802
3971.001,0.434,0.260,0.843
3971.915,0.623,0.253,1.165
3972.830,0.656,0.261,1.345
3973.745,0.007,0.279,1.523
3974.660,0.655,0.273,1.924
3975.575,1.292,0.271,1.942
3976.491,0.976,0.250,2.199
3977.407,0.681,0.216,2.158
3978.323,-0.287,0.248,2.232
3979.239,-0.241,0.258,2.344
3980.155,0.860,0.257,2.320
3981.072,0.976,0.275,2.403
3981.988,0.261,0.273,2.689
3982.905,0.704,0.233,2.654
3983.823,-0.210,0.215,2.432
3984.740,-0.173,0.195,2.435
3985.658,-0.036,0.209,2.367
3986.576,0.175,0.243,2.145
3987.494,0.260,0.290,2.123
3988.412,-0.249,0.331,2.358
3989.330,0.297,0.330,2.590
3990.249,-0.108,0.325,2.608
3991.168,-0.123,0.314,2.669
3992.087,0.328,0.286,2.383
3993.006,0.570,0.280,2.466
3993.926,0.437,0.296,2.415
3994.846,0.179,0.263,2.409
3995.766,-0.696,0.254,2.429
3996.686,0.128,0.276,2.421
3997.606,0.577,0.299,2.384
3998.527,-0.232,0.306,2.307
3999.447,0.082,0.305,2.460
4000.369,0.346,0.311,2.676
4001.290,0.174,0.290,2.659
4002.211,-0.191,0.285,2.649
4003.133,-0.270,0.275,2.737
4004.055,-0.328,0.280,2.713
4004.977,-0.750,0.304,2.530
4005.899,0.128,0.293,2.433
4006.822,0.734,0.293,2.335
4007.744,-0.465,0.304,2.388
4008.667,-0.956,0.279,2.937
4009.590,-0.293,0.243,3.137
4010.514,-0.868,0.227,3.111
4011.437,0.390,0.209,3.089
4012.361,-0.369,0.201,3.008
4013.285,0.866,0.221,2.889
4014.209,1.521,0.242,3.051
4015.134,0.158,0.267,3.032
4016.058,0.581,0.294,2.963
4016.983,1.656,0.281,2.763
4017.908,0.373,0.253,2.731
4018.833,-0.112,0.240,3.042
4019.759,1.125,0.245,3.294
4020.685,1.980,0.254,3.404
4021.610,0.555,0.268,3.623
4022.537,-0.159,0.296,3.147
4023.463,0.300,0.291,3.678
4024.389,-0.218,0.296,3.411
4025.316,0.290,0.286,3.232
4026.243,1.600,0.274,3.210
4027.170,0.155,0.275,3.131
4028.098,-0.401,0.263,2.952
4029.025,-0.154,0.268,2.907
4029.953,-0.332,0.259,2.949
4030.881,-0.070,0.248,2.802
4031.809,0.997,0.241,2.674
4032.738,1.370,0.242,2.566
4033.667,0.778,0.269,2.462
4034.596,1.452,0.300,2.395
4035.525,1.485,0.306,2.586
4036.454,0.483,0.308,2.753
4037.383,0.101,0.291,2.919
4038.313,1.326,0.247,2.910
4039.243,0.869,0.217,2.947
4040.173,0.962,0.235,3.054
4041.104,-0.066,0.248,2.785
4042.034,-0.180,0.280,2.982
4042.965,0.840,0.306,3.265
4043.896,-0.111,0.307,3.354
4044.827,-0.032,0.323,3.675
4045.759,-0.015,0.333,4.614
4046.691,0.183,0.339,6.413
4047.622,0.824,0.330,8.590
4048.555,1.089,0.309,8.523
4049.487,0.184,0.291,6.333
4050.419,0.426,0.291,4.598
4051.352,0.583,0.279,3.716
4052.285,1.188,0.273,3.479
4053.218,1.376,0.284,3.038
4054.152,0.249,0.294,3.100
4055.085,-0.999,0.292,3.475
4056.019,0.351,0.301,3.083
4056.953,-0.367,0.298,2.778
4057.887,-0.078,0.288,2.862
4058.822,0.474,0.289,2.713
4059.757,0.033,0.296,2.628
4060.692,-0.070,0.296,2.952
4061.627,-0.515,0.284,3.195
4062.562,-0.004,0.282,3.200
4063.498,0.564,0.270,3.014
4064.433,0.369,0.272,2.964
4065.369,-0.199,0.268,3.295
4066.305,-0.115,0.248,3.454
4067.242,0.079,0.268,3.308
4068.178,0.413,0.287,3.264
4069.115,0.385,0.276,3.392
4070.052,0.052,0.267,3.510
4070.990,0.071,0.257,3.279
4071.927,0.806,0.240,2.990
4072.865,0.923,0.241,2.862
4073.803,0.528,0.257,2.590
4074.741,1.103,0.284,2.756
4075.679,0.457,0.295,3.225
4076.618,-0.589,0.291,3.452
4077.557,1.692,0.280,3.497
4078.496,0.194,0.250,3.638
4079.435,0.255,0.217,3.772
4080.374,1.169,0.257,3.568
4081.314,1.087,0.280,3.516
4082.254,0.309,0.287,3.788
4083.194,0.506,0.307,3.521
4084.134,0.174,0.297,3.053
4085.075,-0.190,0.281,3.193
4086.015,0.903,0.316,2.958
4086.956,1.230,0.333,3.276
4087.898,0.210,0.332,3.354
4088.839,0.375,0.333,3.214
4089.781,-1.007,0.307,3.037
4090.722,-0.084,0.294,3.090
4091.664,1.349,0.265,3.045
4092.607,0.792,0.278,2.879
4093.549,-0.463,0.313,2.763
4094.492,0.923,0.324,2.697
4095.435,0.835,0.308,2.835
4096.378,-0.145,0.259,2.824
4097.321,-0.297,0.223,2.823
4098.265,0.391,0.228,2.674
4099.208,0.971,0.239,2.608
4100.152,0.698,0.238,2.589
4101.097,-0.218,0.268,2.439
4102.041,1.425,0.309,2.391
4102.986,1.254,0.305,2.101
4103.931,0.309,0.294,2.044
4104.876,1.013,0.295,2.076
4105.821,1.506,0.301,2.226
4106.766,-0.840,0.309,2.332
4107.712,0.283,0.321,2.361
4108.658,0.836,0.320,2.567
4109.604,0.145,0.314,2.775
4110.551,-0.018,0.323,2.577
4111.497,0.629,0.338,2.419
4112.444,1.480,0.331,2.575
4113.391,0.636,0.348,2.668
4114.338,0.204,0.356,2.480
4115.286,0.284,0.356,2.577
4116.233,0.479,0.352,2.763
4117.181,1.039,0.333,2.612
4118.130,-0.169,0.289,2.638
4119.078,0.736,0.260,2.442
4120.026,0.730,0.266,2.535
4120.975,-0.060,0.257,2.586
4121.924,0.241,0.242,2.543
4122.873,1.337,0.259,2.747
4123.823,1.127,0.298,2.614
4124.772,0.873,0.317,2.808
4125.722,0.140,0.327,2.992
4126.672,-0.265,0.330,2.972
4127.623,0.350,0.317,2.798
4128.573,0.981,0.301,2.825
4129.524,0.568,0.314,2.777
4130.475,0.600,0.297,2.722
4131.426,0.015,0.269,2.655
4132.378,-0.025,0.274,2.783
4133.329,0.584,0.296,2.829
4134.281,-0.212,0.302,3.026
4135.233,0.468,0.300,3.067
4136.185,0.024,0.321,2.993
4137.138,-0.433,0.346,3.155
4138.091,-0.788,0.363,3.243
4139.044,-0.902,0.343,3.179
4139.997,0.152,0.306,2.933
4140.950,0.499,0.319,3.430
4141.904,0.711,0.314,3.446
4142.858,0.706,0.275,2.835
4143.812,-0.146,0.251,2.466
4144.766,-1.053,0.238,2.412
4145.720,-0.018,0.231,2.543
4146.675,1.198,0.257,2.843
4147.630,0.877,0.273,2.787
4148.585,0.107,0.282,2.808
4149.540,-0.332,0.295,2.660
4150.496,-0.334,0.291,2.497
4151.452,-0.034,0.267,2.603
4152.408,0.230,0.269,2.940
4153.364,1.303,0.285,2.919
4154.321,0.757,0.312,2.884
4155.277,-0.193,0.346,2.968
4156.234,0.104,0.347,3.017
4157.191,0.375,0.311,3.073
4158.149,0.239,0.294,3.195
4159.106,0.387,0.256,3.156
4160.064,-0.099,0.233,2.985
4161.022,-0.338,0.234,3.095
4161.980,-0.018,0.247,3.300
4162.939,-0.350,0.263,3.448
4163.897,0.841,0.278,3.459
4164.856,0.247,0.263,3.673
4165.815,-0.202,0.253,4.009
4166.775,0.134,0.259,3.927
4167.734,0.481,0.276,3.598
4168.694,0.638,0.299,3.694
4169.654,1.008,0.333,3.717
4170.614,-0.345,0.384,3.767
4171.574,-0.184,0.391,3.554
4172.535,0.234,0.377,3.515
4173.496,-0.348,0.348,3.280
4174.457,0.628,0.304,3.045
4175.418,1.222,0.270,2.805
4176.380,0.480,0.244,2.856
4177.342,0.166,0.243,3.037
4178.304,0.132,0.255,3.187
4179.266,-0.069,0.253,3.123
4180.228,0.359,0.240,3.268
4181.191,0.354,0.248,3.202
4182.154,0.402,0.251,2.823
4183.117,0.295,0.245,2.806
4184.080,0.194,0.242,2.486
4185.044,0.105,0.233,2.813
4186.007,-0.139,0.223,2.893
4186.971,0.902,0.246,2.818
4187.936,1.123,0.249,2.706
4188.900,0.291,0.253,2.642
4189.865,-0.186,0.273,2.617
4190.830,0.303,0.285,2.711
4191.795,0.470,0.264,2.649
4192.760,0.057,0.236,2.862
4193.725,0.388,0.233,2.787
4194.691,0.983,0.239,2.991
4195.657,0.891,0.253,2.990
4196.623,0.303,0.272,2.975
4197.590,0.558,0.283,2.591
4198.556,0.971,0.265,2.464
4199.523,0.270,0.243,2.342
4200.490,0.811,0.240,2.360
4201.458,1.295,0.265,2.424
4202.425,0.353,0.268,2.279
4203.393,0.126,0.237,2.303
4204.361,0.283,0.239,2.388
4205.329,-0.363,0.238,2.604
4206.298,0.053,0.243,2.673
4207.266,0.550,0.239,2.723
4208.235,-0.174,0.212,2.980
4209.204,-0.366,0.184,2.915
4210.174,1.388,0.200,2.865
4211.143,0.856,0.208,2.885
4212.113,0.619,0.217,2.798
4213.083,0.547,0.230,2.690
4214.053,-0.061,0.247,2.787
4215.023,0.501,0.256,2.633
4215.994,0.231,0.237,2.696
4216.965,0.781,0.224,2.797
4217.936,-0.237,0.214,2.876
4218.907,-0.702,0.195,2.848
4219.879,0.610,0.190,2.667
4220.851,0.072,0.208,2.599
4221.823,0.829,0.217,2.665
4222.795,1.114,0.229,2.575
4223.767,0.644,0.241,2.715
4224.740,0.317,0.230,2.517
4225.713,0.286,0.233,2.384
4226.686,-0.257,0.265,2.309
4227.659,0.350,0.273,2.031
4228.633,0.350,0.288,2.257
4229.607,0.105,0.297,2.269
4230.581,-0.154,0.296,2.604
4231.555,-0.003,0.287,2.638
4232.530,0.985,0.284,2.713
4233.504,-0.029,0.301,2.600
4234.479,-0.131,0.305,2.546
4235.454,0.362,0.314,2.572
4236.430,0.445,0.335,2.485
4237.405,0.300,0.353,2.427
4238.381,0.696,0.355,2.592
4239.357,-0.286,0.345,2.602
4240.333,0.143,0.325,2.613
4241.310,-0.211,0.291,2.593
4242.287,-0.351,0.292,2.501
4243.263,0.711,0.307,2.725
4244.241,0.470,0.307,2.493
4245.218,0.766,0.319,2.579
4246.196,0.790,0.345,3.004
4247.173,0.534,0.329,3.458
4248.152,0.420,0.317,3.716
4249.130,0.599,0.312,3.501
4250.108,0.752,0.287,2.906
4251.087,0.809,0.265,2.606
4252.066,-0.011,0.260,2.688
4253.045,0.388,0.242,2.835
4254.025,0.743,0.237,2.703
4255.004,-0.092,0.239,2.800
4255.984,0.302,0.240,2.709
4256.964,0.902,0.261,2.719
4257.945,0.345,0.283,2.948
4258.925,0.310,0.307,2.877
4259.906,0.271,0.312,2.636
4260.887,-0.115,0.321,2.497
4261.868,0.815,0.349,2.463
4262.849,0.041,0.364,2.606
4263.831,0.751,0.367,2.722
4264.813,1.117,0.371,2.634
4265.795,0.570,0.338,2.780
4266.778,0.098,0.298,2.762
4267.760,0.096,0.289,2.832
4268.743,0.462,0.280,2.844
4269.726,0.762,0.258,2.704
4270.709,0.270,0.268,2.638
4271.693,-0.013,0.295,2.612
4272.676,0.336,0.323,2.290
4273.660,-0.146,0.344,2.397
4274.644,0.367,0.342,2.326
4275.629,0.196,0.323,2.567
4276.613,-0.290,0.303,2.668
4277.598,-0.079,0.301,2.740
4278.583,0.613,0.308,2.664
4279.569,0.417,0.313,2.661
4280.554,0.722,0.323,2.526
4281.540,0.314,0.313,2.635
4282.526,0.014,0.303,2.666
4283.512,0.255,0.310,2.645
4284.499,0.739,0.326,2.707
4285.485,1.133,0.342,2.648
4286.472,1.230,0.371,2.458
4287.459,0.879,0.377,2.690
4288.447,0.270,0.344,2.413
4289.434,0.143,0.321,2.486
4290.422,0.397,0.331,2.411
