Wavelength,Flux,BestFit,SkyFlux
3617.429,1.792,1.654,8.479
3618.262,4.098,1.678,8.088
3619.095,-0.728,1.712,7.134
3619.929,-1.472,1.675,7.606
3620.762,6.062,1.650,8.436
3621.596,-4.690,1.675,8.807
3622.430,0.958,1.683,9.720
3623.264,-2.298,1.682,10.237
3624.099,-2.416,1.684,10.072
3624.933,0.939,1.702,10.020
3625.768,-3.098,1.730,10.311
3626.603,0.732,1.714,10.631
3627.438,2.459,1.667,10.599
3628.273,1.042,1.652,10.269
3629.109,-0.257,1.698,10.425
3629.945,-0.785,1.737,10.121
3630.781,-0.554,1.694,9.767
3631.617,3.066,1.673,9.371
3632.453,1.321,1.666,9.053
3633.289,0.679,1.677,9.714
3634.126,-1.371,1.702,11.030
3634.963,-2.606,1.727,11.218
3635.800,0.408,1.734,10.613
3636.637,-0.086,1.735,10.651
3637.475,4.943,1.767,11.325
3638.313,1.864,1.737,10.763
3639.150,-0.228,1.651,11.159
3639.988,1.934,1.601,11.471
3640.827,1.675,1.616,10.963
3641.665,1.618,1.528,10.725
3642.504,5.559,1.504,10.693
3643.343,1.149,1.541,9.768
3644.182,-0.230,1.562,9.541
3645.021,-0.359,1.561,9.243
3645.860,-5.755,1.576,9.434
3646.700,1.857,1.577,9.422
3647.539,-3.726,1.589,9.121
3648.379,-0.554,1.591,9.818
3649.220,3.134,1.591,10.897
3650.060,1.449,1.598,12.844
3650.901,0.683,1.614,12.771
3651.741,0.517,1.633,11.600
3652.582,-2.181,1.591,10.331
3653.423,-2.898,1.568,10.689
3654.265,0.374,1.601,10.834
3655.106,2.948,1.638,11.405
3655.948,2.524,1.608,11.313
3656.790,6.537,1.570,11.206
3657.632,-4.946,1.627,10.885
3658.474,-0.460,1.633,11.214
3659.317,4.260,1.600,11.124
3660.159,2.708,1.557,11.454
3661.002,4.254,1.498,10.938
3661.845,-1.644,1.482,10.827
3662.689,-1.371,1.462,10.766
3663.532,-3.265,1.506,11.305
3664.376,-2.815,1.531,11.277
3665.220,0.639,1.526,10.842
3666.064,0.777,1.548,10.717
3666.908,-1.786,1.487,9.771
3667.752,1.097,1.474,9.069
3668.597,-0.314,1.510,8.897
3669.442,0.301,1.508,8.236
3670.287,1.828,1.482,8.638
3671.132,-1.550,1.502,8.890
3671.977,-0.117,1.493,8.855
3672.823,-2.975,1.509,9.051
3673.669,1.205,1.559,9.100
3674.515,0.068,1.551,8.462
3675.361,-2.438,1.520,8.708
3676.207,4.307,1.570,8.411
3677.054,-1.346,1.581,8.247
3677.901,-1.744,1.547,8.001
3678.748,3.253,1.565,8.095
3679.595,3.220,1.549,7.643
3680.442,-0.716,1.509,6.607
3681.290,0.599,1.543,6.704
3682.137,3.477,1.526,6.852
3682.985,-1.294,1.476,7.541
3683.834,-0.278,1.481,8.187
3684.682,1.739,1.496,7.725
3685.530,1.485,1.501,7.800
3686.379,1.993,1.505,7.641
3687.228,0.561,1.419,7.512
3688.077,-1.885,1.419,7.342
3688.926,2.182,1.405,6.916
3689.776,2.107,1.401,7.268
3690.626,-1.555,1.420,8.640
3691.476,0.361,1.424,9.508
3692.326,-0.539,1.459,9.618
3693.176,-2.151,1.416,9.304
3694.026,3.461,1.437,8.510
3694.877,2.701,1.484,8.306
3695.728,-1.321,1.478,8.505
3696.579,3.318,1.441,8.432
3697.430,0.625,1.469,9.195
3698.282,2.714,1.480,9.929
3699.133,2.534,1.442,10.732
3699.985,0.716,1.422,11.421
3700.837,-0.512,1.403,11.272
3701.690,-0.395,1.334,10.545
3702.542,2.907,1.337,10.732
3703.395,4.759,1.368,10.240
3704.248,0.859,1.395,9.158
3705.101,0.848,1.415,8.221
3705.954,2.947,1.436,7.907
3706.807,0.127,1.458,7.665
3707.661,4.018,1.455,7.899
3708.515,0.330,1.434,7.760
3709.369,0.833,1.445,7.570
3710.223,2.281,1.474,8.271
3711.077,1.178,1.487,8.806
3711.932,1.056,1.459,9.147
3712.787,3.955,1.390,9.289
3713.642,4.019,1.458,10.216
3714.497,2.470,1.509,10.746
3715.352,2.139,1.472,10.613
3716.208,2.393,1.426,9.834
3717.064,0.466,1.453,9.355
3717.920,-2.082,1.424,8.605
3718.776,2.077,1.380,7.826
3719.632,0.998,1.359,6.834
3720.489,0.309,1.369,6.107
3721.346,2.745,1.430,5.972
3722.203,2.533,1.513,6.361
3723.060,-0.031,1.461,6.543
3723.917,1.622,1.440,7.001
3724.775,2.703,1.488,7.930
3725.632,1.524,1.501,8.355
3726.490,0.597,1.455,8.541
3727.348,1.849,1.429,8.560
3728.207,1.694,1.414,7.770
3729.065,0.911,1.416,8.136
3729.924,4.286,1.405,8.639
3730.783,3.704,1.403,9.154
3731.642,-0.092,1.424,9.111
3732.502,0.969,1.431,9.229
3733.361,1.317,1.392,8.927
3734.221,0.312,1.460,7.790
3735.081,-0.910,1.495,7.878
3735.941,0.297,1.477,7.494
3736.801,1.692,1.449,7.608
3737.662,-0.275,1.424,8.290
3738.523,-0.763,1.384,9.557
3739.383,0.601,1.312,10.843
3740.245,1.380,1.333,11.974
3741.106,1.770,1.404,11.579
3741.967,2.075,1.450,11.346
3742.829,2.261,1.460,11.041
3743.691,3.387,1.455,10.036
3744.553,3.229,1.463,8.455
3745.415,-1.273,1.419,7.555
3746.278,-2.332,1.432,7.896
3747.141,1.269,1.481,7.630
3748.004,2.232,1.437,6.834
3748.867,-0.235,1.433,6.394
3749.730,1.108,1.425,6.627
3750.594,-0.223,1.379,7.773
3751.457,-1.082,1.393,8.542
3752.321,1.329,1.447,8.452
3753.185,3.495,1.438,9.138
3754.050,1.363,1.477,10.210
3754.914,3.098,1.508,10.955
3755.779,0.756,1.580,10.671
3756.644,-0.439,1.579,9.946
3757.509,1.161,1.561,8.547
3758.374,0.890,1.661,7.534
3759.240,1.469,1.630,7.066
3760.105,1.114,1.600,7.568
3760.971,1.446,1.537,8.013
3761.837,0.762,1.492,7.687
3762.704,0.424,1.486,7.372
3763.570,2.563,1.456,7.613
3764.437,1.561,1.364,7.846
3765.304,-0.179,1.388,7.943
3766.171,0.835,1.428,7.720
3767.038,1.221,1.459,7.384
3767.905,0.765,1.499,6.842
3768.773,2.050,1.499,6.813
3769.641,1.356,1.347,8.069
3770.509,0.295,1.396,8.354
3771.377,-0.187,1.394,8.467
3772.246,0.532,1.332,9.150
3773.115,1.386,1.353,9.752
3773.984,0.912,1.465,10.010
3774.853,0.497,1.420,9.949
3775.722,0.664,1.349,10.084
3776.591,1.399,1.334,10.000
3777.461,1.939,1.340,9.872
3778.331,2.575,1.319,9.850
3779.201,2.733,1.286,9.764
3780.071,-0.624,1.305,9.715
3780.942,2.658,1.344,10.352
3781.813,1.806,1.351,10.273
3782.683,3.431,1.344,9.979
3783.555,4.925,1.386,9.985
3784.426,-1.280,1.477,10.316
3785.297,2.529,1.447,10.540
3786.169,2.453,1.413,9.186
3787.041,-0.845,1.389,8.454
3787.913,0.913,1.350,7.922
3788.785,4.266,1.312,7.749
3789.658,1.135,1.314,8.101
3790.531,2.418,1.328,8.587
3791.403,3.201,1.378,9.156
3792.277,1.135,1.324,9.457
3793.150,2.055,1.294,8.729
3794.023,3.800,1.340,8.708
3794.897,0.276,1.354,8.493
3795.771,0.652,1.344,8.226
3796.645,1.319,1.378,7.946
3797.519,1.186,1.396,6.831
3798.394,-0.191,1.395,6.257
3799.269,-0.874,1.388,6.606
3800.144,0.574,1.371,7.475
3801.019,-0.079,1.349,8.142
3801.894,0.841,1.295,8.364
3802.769,1.480,1.248,8.708
3803.645,1.957,1.259,8.487
3804.521,1.290,1.334,9.014
3805.397,-1.008,1.406,8.564
3806.274,0.299,1.374,8.334
3807.150,2.304,1.401,8.171
3808.027,1.199,1.394,8.388
3808.904,0.033,1.358,8.984
3809.781,0.518,1.346,9.529
3810.658,0.898,1.359,9.184
3811.536,1.346,1.329,9.389
3812.414,2.360,1.294,8.951
3813.291,1.567,1.272,8.677
3814.170,1.301,1.278,8.501
3815.048,1.839,1.282,8.276
3815.926,0.835,1.243,7.887
3816.805,0.114,1.229,7.550
3817.684,0.930,1.265,8.087
3818.563,1.536,1.263,8.211
3819.443,1.925,1.261,7.118
3820.322,1.527,1.281,6.315
3821.202,-0.067,1.299,6.368
3822.082,0.370,1.341,6.884
3822.962,2.171,1.365,7.344
3823.843,2.091,1.340,7.094
3824.723,1.307,1.328,6.491
3825.604,0.970,1.326,5.969
3826.485,0.598,1.275,5.553
3827.366,0.595,1.262,5.796
3828.247,0.531,1.309,7.041
3829.129,3.025,1.362,7.888
3830.011,2.331,1.363,8.681
3830.893,-0.132,1.352,9.203
3831.775,2.155,1.410,8.720
3832.657,1.902,1.461,8.014
3833.540,1.245,1.394,7.537
3834.423,0.207,1.371,6.840
3835.306,1.094,1.363,7.052
3836.189,1.796,1.337,7.320
3837.072,-0.322,1.323,6.843
3837.956,2.286,1.293,6.590
3838.840,0.520,1.404,6.453
3839.724,3.122,1.454,6.140
3840.608,1.905,1.420,6.004
3841.493,-1.651,1.389,6.681
3842.377,2.049,1.388,7.781
3843.262,-0.349,1.328,8.429
3844.147,3.593,1.299,8.485
3845.032,1.997,1.265,8.957
3845.918,0.317,1.290,9.571
3846.803,1.559,1.346,9.477
3847.689,0.263,1.336,8.746
3848.575,0.211,1.349,8.343
3849.462,1.124,1.393,7.588
3850.348,0.925,1.392,7.259
3851.235,1.310,1.384,7.711
3852.122,2.222,1.377,7.913
3853.009,1.298,1.327,8.008
3853.896,0.009,1.287,8.132
3854.784,1.747,1.260,7.902
3855.671,0.325,1.211,7.280
3856.559,-0.235,1.215,6.815
3857.447,1.023,1.269,6.262
3858.336,-0.145,1.296,5.972
3859.224,0.165,1.353,5.812
3860.113,2.608,1.378,5.261
3861.002,2.192,1.362,5.514
3861.891,0.447,1.336,6.625
3862.780,0.357,1.354,7.449
3863.670,1.397,1.420,7.613
3864.560,-0.194,1.425,7.452
3865.449,-1.811,1.366,7.335
3866.340,0.806,1.345,7.438
3867.230,2.275,1.306,7.512
3868.121,0.682,1.258,7.297
3869.011,0.602,1.275,7.317
3869.902,1.804,1.239,6.441
3870.793,0.774,1.249,5.593
3871.685,1.034,1.233,5.136
3872.576,0.698,1.234,5.317
3873.468,0.022,1.281,6.519
3874.360,1.718,1.330,7.889
3875.252,1.847,1.366,8.100
3876.145,1.916,1.372,7.955
3877.037,1.392,1.356,7.353
3877.930,1.730,1.357,6.460
3878.823,2.197,1.352,5.709
3879.717,1.264,1.283,5.755
3880.610,2.756,1.223,5.886
3881.504,1.774,1.200,5.780
3882.398,1.928,1.224,5.821
3883.292,2.610,1.233,5.732
3884.186,2.052,1.199,6.191
3885.080,1.128,1.137,6.576
3885.975,2.371,1.049,6.264
3886.870,1.589,1.077,5.390
3887.765,0.303,1.070,5.219
3888.660,-0.559,1.076,5.630
3889.556,-0.129,1.115,6.019
3890.451,1.400,1.129,6.506
3891.347,0.315,1.186,7.178
3892.243,0.438,1.189,7.699
3893.140,1.207,1.178,7.910
3894.036,0.776,1.229,7.980
3894.933,0.399,1.300,8.050
3895.830,1.677,1.273,7.802
3896.727,0.125,1.191,7.803
3897.625,2.891,1.155,8.043
3898.522,2.630,1.193,8.164
3899.420,1.048,1.215,7.950
3900.318,1.195,1.205,7.489
3901.216,1.811,1.209,7.602
3902.114,1.824,1.149,8.408
3903.013,1.815,1.135,8.462
3903.912,1.889,1.143,8.170
3904.811,0.860,1.106,8.221
3905.710,-0.147,1.071,8.759
3906.609,0.871,1.137,9.360
3907.509,0.701,1.193,9.702
3908.409,0.246,1.163,10.423
3909.309,0.718,1.161,10.598
3910.209,0.928,1.153,10.811
3911.110,0.529,1.121,10.850
3912.010,0.698,1.124,10.763
3912.911,1.206,1.165,10.680
3913.812,1.784,1.186,10.147
3914.714,1.309,1.173,10.188
3915.615,0.728,1.153,9.600
3916.517,0.739,1.126,8.760
3917.419,0.306,1.089,8.617
3918.321,-1.322,1.137,8.576
3919.223,1.898,1.178,8.191
3920.126,0.507,1.195,7.665
3921.029,-0.567,1.175,7.048
3921.931,1.494,1.161,7.069
3922.835,1.864,1.208,7.095
3923.738,3.286,1.249,7.051
3924.642,2.774,1.333,7.379
3925.545,1.802,1.388,7.505
3926.449,1.746,1.416,6.999
3927.354,1.789,1.421,6.208
3928.258,0.549,1.367,5.376
3929.163,0.100,1.272,4.717
3930.067,1.595,1.304,4.273
3930.972,0.838,1.283,3.937
3931.878,0.572,1.261,3.719
3932.783,1.677,1.264,3.508
3933.689,1.114,1.224,3.261
3934.595,1.066,1.222,3.381
3935.501,1.012,1.220,3.222
3936.407,1.271,1.186,3.346
3937.314,2.136,1.149,4.102
3938.220,1.758,1.108,4.995
3939.127,-0.675,1.073,6.143
3940.034,1.024,1.166,7.352
3940.942,1.370,1.121,7.938
3941.849,0.978,1.135,7.818
3942.757,-0.174,1.149,7.452
3943.665,-1.110,1.119,7.265
3944.573,-0.080,1.118,7.499
3945.481,0.845,1.075,8.197
3946.390,0.033,1.095,8.424
3947.299,0.629,1.100,8.599
3948.208,0.683,1.155,8.863
3949.117,0.082,1.251,8.690
3950.026,0.857,1.277,8.617
3950.936,-1.097,1.284,9.634
3951.846,1.060,1.224,9.794
3952.756,1.949,1.187,9.204
3953.666,0.825,1.152,9.056
3954.577,0.306,1.105,8.763
3955.487,1.238,1.091,8.421
3956.398,0.413,1.111,8.770
3957.309,0.113,1.173,8.319
3958.221,0.479,1.151,8.007
3959.132,0.812,1.167,7.886
3960.044,1.606,1.206,8.187
3960.956,2.909,1.123,8.043
3961.868,1.047,1.107,6.918
3962.780,1.451,1.153,5.594
3963.693,0.396,1.156,5.594
3964.606,1.215,1.159,5.034
3965.519,3.220,1.186,4.611
3966.432,1.228,1.192,4.048
3967.345,1.674,1.197,3.406
3968.259,1.547,1.228,2.856
3969.173,1.768,1.264,2.730
3970.087,0.839,1.248,2.872
3971.001,-0.281,1.239,3.485
3971.915,0.989,1.327,4.155
3972.830,0.242,1.331,4.766
3973.745,0.515,1.240,5.878
3974.660,0.583,1.201,6.585
3975.575,0.214,1.207,7.170
3976.491,0.961,1.192,7.991
3977.407,2.841,1.153,8.801
3978.323,0.836,1.145,8.714
3979.239,1.257,1.062,9.178
3980.155,-0.552,1.037,9.006
3981.072,-0.950,1.094,9.147
3981.988,1.378,1.146,8.982
3982.905,2.067,1.116,9.935
3983.823,3.272,1.084,11.373
3984.740,1.185,1.107,9.220
3985.658,0.250,1.058,8.785
3986.576,0.132,1.090,9.073
3987.494,0.241,1.184,9.219
3988.412,1.684,1.124,9.554
3989.330,1.653,1.061,11.097
3990.249,0.081,1.061,10.836
3991.168,1.110,1.112,9.412
3992.087,0.912,1.139,9.429
3993.006,-0.838,1.134,9.858
3993.926,0.256,1.156,10.330
3994.846,-1.022,1.177,9.690
3995.766,0.982,1.116,9.468
3996.686,1.381,1.157,9.357
3997.606,1.197,1.180,9.036
3998.527,1.652,1.112,9.346
3999.447,1.104,1.068,9.437
4000.369,1.229,1.090,9.622
4001.290,0.457,1.091,10.047
4002.211,0.247,1.120,9.963
4003.133,0.186,1.148,9.922
4004.055,-0.646,1.145,9.446
4004.977,-1.088,1.132,9.195
4005.899,1.980,1.109,9.046
4006.822,2.218,1.123,9.221
4007.744,-0.066,1.099,10.087
4008.667,0.178,1.066,11.223
4009.590,2.041,1.092,11.405
4010.514,-0.061,1.150,11.561
4011.437,-1.003,1.079,11.264
4012.361,-0.078,1.063,11.247
4013.285,1.180,1.079,11.334
4014.209,1.413,1.129,11.183
4015.134,1.419,1.130,11.097
4016.058,2.457,1.023,10.952
4016.983,1.455,1.066,10.595
4017.908,-0.332,1.073,10.635
4018.833,0.698,1.042,10.965
4019.759,0.961,1.096,11.578
4020.685,0.380,1.206,11.725
4021.610,2.561,1.211,11.363
4022.537,0.358,1.180,11.302
4023.463,1.980,1.219,11.493
4024.389,1.610,1.162,11.313
4025.316,1.311,1.116,11.253
4026.243,1.866,1.113,11.206
4027.170,0.047,1.042,11.173
4028.098,1.577,1.027,11.045
4029.025,0.449,1.036,10.660
4029.953,0.100,1.108,10.422
4030.881,0.124,1.173,9.895
4031.809,-0.135,1.179,9.049
4032.738,0.678,1.150,9.204
4033.667,0.897,1.109,9.499
4034.596,0.852,1.105,9.844
4035.525,1.144,1.042,9.758
4036.454,1.496,1.045,10.367
4037.383,1.748,1.119,10.958
4038.313,1.918,1.118,11.209
4039.243,1.147,1.123,10.956
4040.173,1.282,1.092,10.566
4041.104,1.739,1.036,10.895
4042.034,1.825,1.010,11.702
4042.965,1.213,1.031,11.959
4043.896,0.235,1.041,11.678
4044.827,0.321,0.991,11.861
4045.759,0.817,1.011,13.325
4046.691,1.265,1.024,15.042
4047.622,0.850,1.011,15.587
4048.555,0.713,1.005,14.974
4049.487,2.178,1.028,13.318
4050.419,0.877,1.048,12.600
4051.352,0.810,1.083,12.153
4052.285,1.050,1.186,11.214
4053.218,1.384,1.186,10.776
4054.152,1.623,1.092,10.722
4055.085,1.255,1.095,10.375
4056.019,1.611,1.079,10.005
4056.953,0.849,1.039,9.664
4057.887,1.676,0.988,9.512
4058.822,1.057,0.908,9.354
4059.757,-0.671,0.886,10.389
4060.692,1.263,1.016,10.103
4061.627,1.738,1.068,10.403
4062.562,1.218,1.007,10.311
4063.498,2.621,0.948,11.236
4064.433,3.641,0.934,11.423
4065.369,2.458,0.948,10.664
4066.305,1.204,0.960,10.608
4067.242,1.598,0.964,10.455
4068.178,2.150,0.940,10.813
4069.115,2.004,0.963,11.108
4070.052,2.292,0.999,11.059
4070.990,2.263,0.997,10.326
4071.927,0.558,0.963,9.953
4072.865,2.243,0.942,10.753
4073.803,1.768,0.890,10.780
4074.741,1.851,0.883,10.149
4075.679,1.761,0.916,10.773
4076.618,1.110,0.942,10.417
4077.557,1.644,0.956,10.460
4078.496,1.097,1.015,10.350
4079.435,1.742,1.043,10.457
4080.374,2.258,1.000,10.762
4081.314,1.168,1.013,11.372
4082.254,0.728,1.055,12.289
4083.194,3.040,1.000,11.142
4084.134,0.034,1.023,10.483
4085.075,0.176,0.933,10.087
4086.015,0.447,0.899,10.541
4086.956,0.835,0.934,10.990
4087.898,1.638,0.973,11.050
4088.839,1.670,0.993,11.034
4089.781,3.621,0.996,10.814
4090.722,1.489,1.008,10.476
4091.664,-0.060,0.999,10.165
4092.607,0.766,1.014,10.796
4093.549,2.317,1.049,10.649
4094.492,2.429,1.050,10.963
4095.435,0.882,1.043,10.519
4096.378,1.040,0.958,9.915
4097.321,1.215,0.963,10.017
4098.265,0.383,1.052,9.699
4099.208,-0.396,1.095,8.935
4100.152,0.531,1.039,8.372
4101.097,1.786,1.060,8.154
4102.041,-0.513,1.053,8.028
4102.986,0.414,0.991,7.597
4103.931,1.336,0.986,7.851
4104.876,-0.394,1.038,7.889
4105.821,-0.268,1.051,7.766
4106.766,1.551,1.112,9.058
4107.712,0.819,1.238,10.085
4108.658,0.974,1.224,10.148
4109.604,1.107,1.158,9.744
4110.551,0.143,1.141,9.770
4111.497,0.229,1.160,9.569
4112.444,1.557,1.246,9.971
4113.391,1.083,1.247,9.885
4114.338,1.062,1.204,10.116
4115.286,1.275,1.123,10.497
4116.233,1.454,1.050,10.665
4117.181,2.508,1.059,10.557
4118.130,2.428,1.088,10.349
4119.078,2.682,1.115,10.311
4120.026,2.911,1.135,9.989
4120.975,2.264,1.180,10.149
4121.924,1.686,1.190,9.928
4122.873,2.729,1.102,10.231
4123.823,2.473,1.102,10.924
4124.772,2.146,1.148,11.328
4125.722,2.184,1.163,11.014
4126.672,2.414,1.150,10.690
4127.623,1.603,1.136,10.815
4128.573,-0.398,1.132,10.380
4129.524,1.328,1.147,9.610
4130.475,0.438,1.212,9.707
4131.426,0.601,1.219,10.364
4132.378,2.157,1.245,10.144
4133.329,2.602,1.272,9.762
4134.281,1.157,1.205,9.615
4135.233,1.179,1.264,9.891
4136.185,2.033,1.297,10.505
4137.138,1.082,1.240,10.728
4138.091,0.547,1.197,10.730
4139.044,1.626,1.223,11.089
4139.997,2.033,1.250,11.667
4140.950,2.810,1.232,11.335
4141.904,2.448,1.255,10.390
4142.858,2.611,1.240,10.198
4143.812,2.498,1.268,8.837
4144.766,1.706,1.315,8.707
4145.720,2.059,1.257,9.543
4146.675,3.276,1.226,9.526
4147.630,0.590,1.167,10.368
4148.585,0.328,1.123,10.150
4149.540,1.051,1.127,10.586
4150.496,0.562,1.142,10.606
4151.452,1.314,1.118,10.477
4152.408,1.694,1.112,10.177
4153.364,0.518,1.106,10.201
4154.321,0.587,1.120,10.242
4155.277,0.646,1.192,10.232
4156.234,0.267,1.276,10.321
4157.191,1.337,1.296,10.773
4158.149,0.519,1.327,10.805
4159.106,2.034,1.299,10.775
4160.064,1.255,1.296,10.730
4161.022,1.266,1.311,11.227
4161.980,2.982,1.318,11.160
4162.939,1.409,1.310,11.166
4163.897,1.690,1.257,11.161
4164.856,1.242,1.219,11.502
4165.815,1.456,1.155,11.907
4166.775,1.460,1.091,12.086
4167.734,1.419,1.086,11.748
4168.694,2.861,1.150,10.916
4169.654,1.407,1.185,10.634
4170.614,0.897,1.171,10.371
4171.574,1.144,1.150,9.687
4172.535,1.630,1.102,10.286
4173.496,1.359,1.062,9.785
4174.457,0.010,1.104,9.632
4175.418,1.647,1.163,9.915
4176.380,0.900,1.139,10.192
4177.342,0.124,1.150,10.176
4178.304,0.470,1.183,10.005
4179.266,0.937,1.209,10.219
4180.228,0.777,1.236,10.315
4181.191,1.398,1.220,10.009
4182.154,0.987,1.215,9.438
4183.117,1.321,1.174,9.502
4184.080,2.047,1.153,8.918
4185.044,1.852,1.172,8.987
4186.007,1.044,1.156,10.017
4186.971,1.507,1.086,9.836
4187.936,-0.263,1.106,8.719
4188.900,0.639,1.065,8.464
4189.865,2.119,1.052,9.086
4190.830,1.297,1.080,9.451
4191.795,0.384,1.033,9.774
4192.760,0.670,1.051,9.881
4193.725,1.325,1.096,10.002
4194.691,1.354,1.058,9.957
4195.657,1.159,1.050,9.576
4196.623,1.142,1.114,9.383
4197.590,1.148,1.149,9.063
4198.556,1.863,1.184,8.563
4199.523,0.901,1.206,8.462
4200.490,1.397,1.152,8.637
4201.458,1.975,1.095,8.663
4202.425,1.068,1.096,8.577
4203.393,0.915,1.121,9.098
4204.361,2.536,1.105,9.200
4205.329,1.822,1.058,9.281
4206.298,0.472,1.011,9.624
4207.266,0.749,1.026,10.081
4208.235,1.676,1.081,10.412
4209.204,0.864,1.100,10.080
4210.174,1.925,1.125,9.928
4211.143,0.312,1.164,9.902
4212.113,0.542,1.145,9.626
4213.083,2.034,1.156,10.369
4214.053,1.888,1.190,10.898
4215.023,0.704,1.143,10.150
4215.994,1.996,1.139,9.408
4216.965,1.847,1.162,9.218
4217.936,1.760,1.190,9.408
4218.907,1.641,1.174,10.286
4219.879,1.315,1.112,10.116
4220.851,1.887,1.091,10.103
4221.823,1.796,1.186,10.140
4222.795,0.751,1.119,10.033
4223.767,0.568,1.075,9.259
4224.740,1.001,1.092,8.724
4225.713,1.197,1.128,8.129
4226.686,1.100,1.164,7.464
4227.659,0.343,1.151,7.330
4228.633,1.147,1.174,7.988
4229.607,1.638,1.195,8.972
4230.581,1.219,1.154,9.771
4231.555,0.784,1.099,9.253
4232.530,1.053,1.100,9.405
4233.504,1.293,1.034,9.481
4234.479,1.420,1.013,9.302
4235.454,1.757,1.063,8.888
4236.430,2.075,1.139,8.991
4237.405,1.687,1.153,8.944
4238.381,1.028,1.082,8.976
4239.357,3.203,1.075,9.030
4240.333,1.441,0.986,8.962
4241.310,1.474,0.986,9.436
4242.287,2.202,1.017,9.919
4243.263,1.399,1.033,9.716
4244.241,1.589,1.089,9.790
4245.218,1.290,1.110,10.005
4246.196,1.577,1.064,10.232
4247.173,2.219,1.101,10.150
4248.152,1.333,1.079,9.854
4249.130,0.035,1.008,9.734
4250.108,1.515,1.070,9.161
4251.087,0.396,1.038,8.739
4252.066,0.679,0.973,8.902
4253.045,1.364,1.044,9.630
4254.025,1.535,1.152,9.943
4255.004,1.216,1.187,9.063
4255.984,0.827,1.172,8.921
4256.964,1.496,1.154,8.975
4257.945,2.873,1.164,9.357
4258.925,1.511,1.141,8.959
4259.906,0.736,1.146,8.667
4260.887,1.727,1.176,8.344
4261.868,0.059,1.138,8.409
4262.849,0.795,1.073,9.188
4263.831,2.371,1.026,9.746
4264.813,1.316,1.018,9.722
4265.795,-0.006,1.061,9.660
4266.778,0.579,1.120,9.649
4267.760,1.048,1.148,9.879
4268.743,1.809,1.190,9.325
4269.726,1.651,1.145,9.275
4270.709,0.651,1.149,8.502
4271.693,0.622,1.197,7.776
4272.676,1.621,1.228,7.580
4273.660,1.299,1.228,7.936
4274.644,0.981,1.220,8.207
4275.629,1.139,1.154,8.739
4276.613,1.890,1.183,9.177
4277.598,1.942,1.229,9.472
4278.583,0.712,1.191,9.632
4279.569,0.015,1.122,9.411
4280.554,1.763,1.138,9.024
4281.540,1.286,1.150,9.227
4282.526,0.860,1.116,9.566
4283.512,0.655,1.084,9.549
4284.499,0.538,1.049,9.358
4285.485,1.813,0.986,8.851
4286.472,1.741,1.042,8.494
4287.459,0.993,1.142,8.551
4288.447,1.244,1.110,8.343
4289.434,1.764,1.086,7.905
4290.422,1.101,1.126,7.976
4291.410,-0.446,1.095,8.349
4292.398,-0.308,1.058,8.790
