Wavelength,Flux,BestFit,SkyFlux
3774.853,1.436,0.732,4.895
3775.722,3.087,0.758,4.991
3776.591,1.565,0.699,5.467
3777.461,0.185,0.755,5.620
3778.331,-0.497,0.892,5.395
3779.201,0.981,0.857,5.051
3780.071,1.998,0.858,4.750
3780.942,1.793,0.948,4.754
3781.813,1.616,0.997,4.917
3782.683,1.919,0.910,4.680
3783.555,0.429,0.802,4.684
3784.426,0.051,0.853,5.181
3785.297,2.088,0.899,5.453
3786.169,1.980,0.883,4.969
3787.041,1.053,1.026,4.238
3787.913,3.048,1.109,3.912
3788.785,2.937,1.058,4.055
3789.658,1.358,1.063,4.623
3790.531,0.850,1.025,5.407
3791.403,0.067,0.933,5.901
3792.277,0.076,0.906,5.532
3793.150,1.853,0.849,5.722
3794.023,0.422,0.713,6.047
3794.897,-0.410,0.583,5.629
3795.771,0.176,0.471,4.883
3796.645,1.527,0.479,4.428
3797.519,2.065,0.596,4.279
3798.394,1.202,0.781,3.639
3799.269,1.192,0.846,3.785
3800.144,1.325,0.700,3.936
3801.019,1.543,0.798,4.224
3801.894,2.520,0.829,4.385
3802.769,3.339,0.892,4.429
3803.645,1.982,0.919,4.205
3804.521,-1.117,0.902,4.069
3805.397,-0.303,0.938,4.233
3806.274,1.888,0.933,4.126
3807.150,1.300,0.925,3.519
3808.027,-0.138,1.007,3.283
3808.904,1.144,1.030,3.498
3809.781,1.542,0.988,3.776
3810.658,4.013,0.991,3.665
3811.536,0.164,0.857,3.710
3812.414,-1.211,0.870,4.566
3813.291,1.940,0.979,4.849
3814.170,2.246,1.041,5.286
3815.048,0.623,0.973,5.688
3815.926,2.628,0.825,5.723
3816.805,0.783,0.737,5.356
3817.684,0.370,0.618,5.041
3818.563,1.750,0.586,5.039
3819.443,0.289,0.557,4.894
3820.322,0.725,0.560,4.666
3821.202,2.018,0.736,4.525
3822.082,1.306,0.905,4.731
3822.962,0.708,0.843,4.911
3823.843,1.151,0.813,4.476
3824.723,1.760,0.790,4.045
3825.604,3.116,0.749,3.525
3826.485,1.515,0.784,3.717
3827.366,-0.875,0.832,4.674
3828.247,0.075,0.797,6.114
3829.129,1.074,0.855,7.859
3830.011,-1.645,0.968,8.942
3830.893,0.785,0.932,8.929
3831.775,2.951,0.677,9.149
3832.657,0.809,0.564,8.815
3833.540,-0.108,0.593,8.153
3834.423,1.319,0.721,7.511
3835.306,0.979,0.858,7.209
3836.189,0.118,0.921,6.696
3837.072,2.053,0.901,6.822
3837.956,1.347,0.883,6.223
3838.840,0.279,0.827,6.097
3839.724,0.244,0.853,5.594
3840.608,0.191,0.835,5.367
3841.493,1.434,0.761,5.593
3842.377,-1.396,0.774,5.774
3843.262,0.394,0.764,5.632
3844.147,1.635,0.637,5.611
3845.032,0.631,0.725,5.434
3845.918,1.629,0.827,5.596
3846.803,1.686,0.819,5.734
3847.689,0.489,0.839,5.487
3848.575,1.148,0.799,4.856
3849.462,2.805,0.814,4.446
3850.348,2.548,0.820,4.961
3851.235,0.150,0.801,4.715
3852.122,0.623,0.800,4.794
3853.009,-0.007,0.843,4.463
3853.896,1.963,0.864,4.067
3854.784,1.077,0.868,3.944
3855.671,-0.770,0.829,4.361
3856.559,1.921,0.765,4.191
3857.447,0.307,0.717,3.609
3858.336,0.545,0.689,3.370
3859.224,1.619,0.614,3.434
3860.113,1.995,0.587,3.211
3861.002,1.110,0.627,3.136
3861.891,0.058,0.677,3.758
3862.780,1.214,0.732,4.102
3863.670,0.505,0.822,4.016
3864.560,0.816,0.869,3.958
3865.449,0.613,0.867,3.703
3866.340,0.172,0.880,3.763
3867.230,1.368,0.905,3.738
3868.121,1.543,0.898,3.505
3869.011,2.971,0.863,3.520
3869.902,0.567,0.913,3.477
3870.793,0.630,0.824,2.835
3871.685,2.684,0.796,2.414
3872.576,1.120,0.782,2.480
3873.468,2.735,0.724,3.036
3874.360,0.342,0.698,3.598
3875.252,-0.382,0.720,3.711
3876.145,1.167,0.677,3.633
3877.037,2.283,0.624,3.247
3877.930,1.310,0.676,2.970
3878.823,0.080,0.829,2.896
3879.717,0.769,0.917,2.948
3880.610,-1.003,0.789,2.902
3881.504,-0.455,0.767,2.578
3882.398,2.021,0.771,2.498
3883.292,1.275,0.722,2.608
3884.186,1.647,0.623,2.911
3885.080,0.768,0.543,2.978
3885.975,0.078,0.560,2.854
3886.870,0.257,0.585,2.674
3887.765,0.491,0.578,2.564
3888.660,0.238,0.660,2.431
3889.556,0.978,0.787,2.285
3890.451,0.401,0.770,2.509
3891.347,1.635,0.694,2.872
3892.243,1.580,0.661,2.933
3893.140,-0.179,0.587,3.092
3894.036,-0.192,0.473,3.305
3894.933,0.455,0.340,3.349
3895.830,0.018,0.226,3.429
3896.727,0.179,0.255,3.820
3897.625,0.194,0.346,3.744
3898.522,0.517,0.477,3.503
3899.420,1.967,0.520,3.554
3900.318,1.263,0.459,3.553
3901.216,0.870,0.407,3.560
3902.114,2.148,0.366,3.714
3903.013,1.558,0.381,3.780
3903.912,0.462,0.527,4.016
3904.811,2.587,0.664,5.064
3905.710,2.189,0.666,5.493
3906.609,2.481,0.592,5.680
3907.509,1.155,0.623,6.503
3908.409,0.403,0.533,7.075
3909.309,0.324,0.483,6.903
3910.209,-0.723,0.509,7.273
3911.110,0.975,0.534,7.020
3912.010,1.029,0.503,7.261
3912.911,1.338,0.492,6.504
3913.812,1.080,0.568,6.268
3914.714,0.445,0.629,5.973
3915.615,1.010,0.623,5.702
3916.517,1.094,0.563,5.369
3917.419,0.395,0.483,4.972
3918.321,1.930,0.404,4.292
3919.223,1.980,0.404,4.563
3920.126,0.514,0.206,4.051
3921.029,0.906,0.016,3.663
3921.931,-0.725,0.064,3.612
3922.835,0.308,0.302,3.519
3923.738,0.191,0.536,3.640
3924.642,0.857,0.528,3.451
3925.545,2.053,0.587,3.293
3926.449,0.664,0.711,3.463
3927.354,0.103,0.795,3.357
3928.258,1.509,0.812,2.988
3929.163,1.335,0.728,2.832
3930.067,0.246,0.689,3.030
3930.972,0.681,0.687,3.033
3931.878,2.087,0.683,2.979
3932.783,-0.683,0.676,2.939
3933.689,-1.127,0.679,2.987
3934.595,0.547,0.652,2.774
3935.501,0.596,0.714,2.384
3936.407,-0.519,0.776,2.332
3937.314,0.268,0.758,2.742
3938.220,-0.024,0.667,3.075
3939.127,0.492,0.618,3.332
3940.034,0.569,0.732,4.425
3940.942,0.521,0.709,4.551
3941.849,0.692,0.702,5.061
3942.757,0.816,0.762,5.301
3943.665,1.276,0.809,5.478
3944.573,1.007,0.807,5.319
3945.481,1.678,0.891,4.716
3946.390,1.750,0.943,4.625
3947.299,0.460,0.917,4.566
3948.208,-0.079,0.951,4.805
3949.117,1.922,1.038,4.493
3950.026,1.963,1.016,4.271
3950.936,1.850,0.951,4.194
3951.846,1.791,0.968,3.987
3952.756,1.700,0.958,4.271
3953.666,2.053,0.960,4.389
3954.577,2.208,0.967,3.952
3955.487,2.376,0.945,3.974
3956.398,1.867,1.082,3.698
3957.309,2.598,1.099,3.562
3958.221,3.362,1.061,3.566
3959.132,1.445,1.004,3.773
3960.044,1.288,0.952,3.891
3960.956,0.569,0.945,3.715
3961.868,0.230,0.964,3.787
3962.780,0.239,0.968,3.376
3963.693,0.916,1.058,3.161
3964.606,2.219,1.147,2.790
3965.519,1.222,1.193,2.476
3966.432,1.766,1.240,2.296
3967.345,0.275,1.184,2.304
3968.259,-0.023,1.185,2.283
3969.173,1.403,1.188,1.897
3970.087,0.896,1.224,1.834
3971.001,1.326,1.225,2.158
3971.915,0.777,1.112,2.268
3972.830,1.198,1.144,2.724
3973.745,1.093,1.073,3.343
3974.660,0.611,1.056,3.572
3975.575,1.705,1.109,3.422
3976.491,1.401,1.148,3.994
3977.407,0.707,1.132,4.125
3978.323,0.210,1.118,4.010
3979.239,1.134,1.138,3.950
3980.155,1.677,1.147,4.108
3981.072,0.168,1.208,4.147
3981.988,2.891,1.305,4.227
3982.905,2.075,1.344,4.272
3983.823,1.629,1.412,4.221
3984.740,1.776,1.460,3.858
3985.658,2.009,1.367,3.906
3986.576,2.388,1.283,3.831
3987.494,0.063,1.287,3.918
3988.412,2.003,1.277,3.916
3989.330,2.412,1.241,3.931
3990.249,2.116,1.148,4.075
3991.168,2.659,1.156,4.090
3992.087,2.543,1.226,3.667
3993.006,2.249,1.229,3.844
3993.926,0.025,1.159,3.923
3994.846,1.232,1.224,3.590
3995.766,2.149,1.175,3.453
3996.686,0.478,1.105,3.470
3997.606,-0.014,1.058,3.764
3998.527,1.276,1.083,4.113
3999.447,0.987,1.207,4.007
4000.369,0.828,1.257,4.330
4001.290,1.061,1.229,4.451
4002.211,1.420,1.276,4.089
4003.133,1.785,1.300,3.863
4004.055,0.983,1.224,3.824
4004.977,0.953,1.145,3.640
4005.899,0.845,1.182,3.680
4006.822,1.566,1.297,4.118
4007.744,2.520,1.340,4.605
4008.667,1.875,1.318,5.644
4009.590,1.938,1.334,6.092
4010.514,0.588,1.414,6.152
4011.437,0.879,1.384,5.630
4012.361,2.224,1.295,5.626
4013.285,2.056,1.179,5.771
4014.209,0.121,1.189,5.458
4015.134,0.686,1.322,5.324
4016.058,0.446,1.399,5.015
4016.983,1.308,1.435,4.490
4017.908,1.503,1.462,4.235
4018.833,0.565,1.513,4.859
4019.759,0.741,1.504,5.439
4020.685,0.741,1.444,5.838
4021.610,1.598,1.460,6.290
4022.537,2.590,1.533,5.642
4023.463,2.957,1.514,5.450
4024.389,2.042,1.415,5.504
4025.316,0.339,1.383,5.339
4026.243,0.911,1.422,5.047
4027.170,1.327,1.406,4.744
4028.098,1.342,1.412,4.863
4029.025,1.070,1.462,5.031
4029.953,0.548,1.588,4.863
4030.881,0.606,1.736,4.430
4031.809,2.814,1.834,4.544
4032.738,0.703,1.853,4.424
4033.667,-0.079,1.806,4.691
4034.596,0.727,1.694,4.484
4035.525,1.557,1.616,4.410
4036.454,2.133,1.656,4.717
4037.383,0.281,1.729,4.867
4038.313,0.819,1.693,4.757
4039.243,1.141,1.675,4.856
4040.173,0.905,1.707,5.315
4041.104,0.812,1.882,4.974
4042.034,0.664,2.089,5.515
4042.965,0.635,2.125,5.906
4043.896,1.173,1.952,6.805
4044.827,0.815,1.902,7.710
4045.759,2.355,1.944,9.716
4046.691,3.748,1.926,13.405
4047.622,0.381,1.954,14.642
4048.555,1.862,2.048,12.242
4049.487,0.754,2.073,9.471
4050.419,1.300,2.102,7.435
4051.352,2.995,2.195,6.096
4052.285,2.748,2.278,5.208
4053.218,0.953,2.274,5.483
4054.152,2.851,2.215,5.525
4055.085,3.625,2.216,5.181
4056.019,2.632,2.307,4.956
4056.953,1.524,2.419,4.595
4057.887,1.825,2.579,4.239
4058.822,3.198,2.646,4.539
4059.757,3.132,2.618,5.137
4060.692,4.406,2.639,5.403
4061.627,3.891,2.579,5.315
4062.562,2.847,2.372,5.529
4063.498,3.462,2.266,5.930
4064.433,4.540,2.129,6.198
4065.369,3.097,1.978,6.999
4066.305,5.022,2.062,6.782
4067.242,2.774,2.248,6.593
4068.178,2.094,2.503,5.862
4069.115,4.573,2.613,6.451
4070.052,2.679,2.652,6.371
4070.990,3.944,2.735,5.885
4071.927,3.595,2.855,5.649
4072.865,3.728,2.967,5.299
4073.803,4.171,3.137,4.676
4074.741,4.270,3.347,5.026
4075.679,4.164,3.436,5.384
4076.618,2.065,3.334,6.494
4077.557,3.427,3.136,6.270
4078.496,2.195,2.964,6.157
4079.435,2.404,3.082,6.186
4080.374,5.491,3.295,6.028
4081.314,5.075,3.524,6.058
4082.254,4.056,3.739,6.306
4083.194,2.316,3.893,5.873
4084.134,2.581,4.031,5.521
4085.075,3.331,4.168,5.259
4086.015,2.962,4.314,5.578
4086.956,2.702,4.384,5.820
4087.898,3.341,4.443,5.529
4088.839,4.580,4.644,5.174
4089.781,5.223,4.829,4.909
4090.722,5.877,4.895,4.928
4091.664,6.107,4.852,4.878
4092.607,4.594,4.838,4.793
4093.549,4.438,4.992,4.607
4094.492,4.524,5.324,4.342
4095.435,5.005,5.649,4.206
4096.378,4.962,5.823,4.253
4097.321,4.790,5.990,4.198
4098.265,6.183,6.144,4.054
4099.208,7.273,6.280,4.255
4100.152,8.361,6.423,4.398
4101.097,7.322,6.416,4.011
4102.041,7.478,6.384,3.808
4102.986,9.782,6.668,3.418
4103.931,9.930,6.876,3.387
4104.876,8.914,6.860,3.433
4105.821,9.158,7.029,3.537
4106.766,9.464,7.422,4.022
4107.712,9.397,7.662,4.312
4108.658,9.580,7.935,4.368
4109.604,10.058,8.173,4.301
4110.551,8.768,8.235,4.164
4111.497,7.483,8.261,4.108
4112.444,7.500,8.698,3.722
4113.391,7.525,9.140,3.706
4114.338,6.332,9.481,3.927
4115.286,5.078,9.573,4.181
4116.233,6.157,9.410,4.320
4117.181,5.678,9.202,4.157
4118.130,8.939,9.122,3.875
4119.078,11.642,9.097,3.771
4120.026,11.708,9.056,3.571
4120.975,13.681,9.119,3.879
4121.924,11.309,9.272,4.081
4122.873,11.084,9.315,4.674
4123.823,11.504,9.225,4.612
4124.772,11.235,9.139,4.746
4125.722,10.968,8.990,4.714
4126.672,11.128,8.811,4.718
4127.623,9.244,8.648,4.725
4128.573,10.325,8.500,4.620
4129.524,9.501,8.366,5.105
4130.475,8.306,8.204,4.860
4131.426,7.949,8.191,4.520
4132.378,6.158,7.974,4.848
4133.329,8.417,7.496,4.969
4134.281,8.467,7.149,4.921
4135.233,7.180,6.877,5.076
4136.185,7.149,6.734,5.187
4137.138,7.411,6.560,5.258
4138.091,5.862,6.441,5.252
4139.044,8.624,6.422,4.941
4139.997,6.137,6.369,5.124
4140.950,5.774,6.220,4.394
4141.904,6.368,6.175,4.433
4142.858,4.781,6.049,4.158
4143.812,4.030,5.787,4.145
4144.766,5.358,5.587,4.004
4145.720,5.513,5.638,4.111
4146.675,4.410,5.663,4.273
4147.630,3.974,5.642,4.328
4148.585,4.938,5.568,4.122
4149.540,5.524,5.481,3.991
4150.496,4.279,5.377,3.826
4151.452,4.591,5.211,4.244
4152.408,4.829,5.032,3.858
4153.364,4.505,4.968,4.308
4154.321,4.127,4.887,4.918
4155.277,3.908,4.802,5.377
4156.234,4.158,4.731,5.435
4157.191,3.092,4.628,5.527
4158.149,3.520,4.563,5.262
4159.106,3.744,4.711,5.012
4160.064,3.432,4.779,5.551
4161.022,5.374,4.767,5.293
4161.980,4.333,4.722,5.468
4162.939,3.787,4.601,5.918
4163.897,4.522,4.530,6.240
4164.856,5.076,4.618,6.736
4165.815,4.768,4.595,7.011
4166.775,4.460,4.531,6.972
4167.734,3.594,4.487,6.743
4168.694,3.608,4.402,6.792
4169.654,3.675,4.429,6.340
4170.614,3.545,4.437,6.133
4171.574,3.578,4.447,6.042
4172.535,4.003,4.435,6.061
4173.496,4.471,4.441,5.855
4174.457,2.841,4.526,5.410
4175.418,3.058,4.556,5.200
4176.380,4.027,4.639,5.247
4177.342,3.772,4.574,5.521
4178.304,3.829,4.530,5.563
4179.266,4.596,4.558,5.309
4180.228,4.528,4.509,5.297
4181.191,4.425,4.587,4.792
4182.154,4.423,4.575,5.047
4183.117,4.294,4.538,4.799
4184.080,4.484,4.557,4.634
4185.044,5.539,4.609,4.565
4186.007,4.498,4.618,4.483
4186.971,4.170,4.600,4.189
4187.936,5.163,4.529,4.042
4188.900,5.432,4.567,4.001
4189.865,3.854,4.622,4.170
4190.830,4.267,4.611,4.504
4191.795,4.072,4.601,4.540
4192.760,4.317,4.606,4.765
4193.725,4.705,4.555,4.406
4194.691,4.435,4.576,4.410
4195.657,4.374,4.607,4.141
4196.623,6.105,4.586,4.098
4197.590,5.543,4.581,3.874
4198.556,6.179,4.655,3.425
4199.523,6.285,4.687,3.564
4200.490,5.128,4.611,3.708
4201.458,6.216,4.570,3.901
4202.425,4.538,4.572,3.664
4203.393,5.643,4.478,3.303
4204.361,6.298,4.417,3.332
4205.329,5.921,4.442,3.332
4206.298,5.631,4.435,3.683
4207.266,5.209,4.368,4.225
4208.235,5.512,4.314,4.422
4209.204,6.031,4.317,4.328
4210.174,5.739,4.207,4.184
4211.143,5.004,4.039,4.058
4212.113,4.619,4.006,4.188
4213.083,4.511,3.969,4.380
4214.053,4.022,3.834,3.853
4215.023,4.735,3.727,3.931
4215.994,4.715,3.700,4.108
4216.965,3.674,3.533,4.176
4217.936,3.473,3.492,4.012
4218.907,5.077,3.473,3.750
4219.879,4.131,3.401,3.580
4220.851,3.486,3.398,3.598
4221.823,3.726,3.357,3.494
4222.795,4.188,3.234,3.577
4223.767,3.910,3.110,3.815
4224.740,2.627,3.051,3.763
4225.713,2.538,3.020,3.725
4226.686,4.067,2.952,3.201
4227.659,3.136,2.939,3.326
4228.633,2.430,2.908,3.106
4229.607,3.965,2.899,3.536
4230.581,3.471,2.868,3.692
4231.555,1.890,2.792,3.763
4232.530,2.454,2.719,3.838
4233.504,2.798,2.689,3.788
4234.479,2.323,2.640,3.873
4235.454,1.844,2.668,3.547
4236.430,1.701,2.679,3.564
4237.405,2.820,2.610,3.566
4238.381,4.114,2.546,3.212
4239.357,2.749,2.556,3.532
4240.333,1.515,2.595,3.607
4241.310,2.582,2.566,3.552
4242.287,2.892,2.533,3.495
4243.263,2.659,2.512,3.512
4244.241,2.190,2.446,3.577
4245.218,2.118,2.449,3.810
4246.196,2.806,2.402,4.430
4247.173,2.568,2.362,5.364
4248.152,0.011,2.370,5.736
4249.130,2.373,2.382,4.427
4250.108,1.807,2.348,4.270
4251.087,2.192,2.340,4.238
4252.066,2.838,2.246,4.205
4253.045,1.971,2.164,4.253
4254.025,2.245,2.159,4.139
4255.004,2.248,2.201,3.991
4255.984,1.763,2.203,3.942
4256.964,1.475,2.140,4.170
4257.945,2.294,2.110,4.240
4258.925,3.142,2.122,4.240
4259.906,1.785,2.088,3.933
4260.887,1.952,2.041,3.589
4261.868,1.990,2.085,3.512
4262.849,1.537,2.041,3.731
4263.831,2.005,2.002,3.892
4264.813,2.749,2.018,3.813
4265.795,1.264,2.068,4.143
4266.778,2.460,2.069,4.329
4267.760,1.642,1.969,4.505
4268.743,1.297,1.929,4.368
4269.726,2.124,1.987,4.123
4270.709,2.469,1.932,3.884
4271.693,1.621,1.945,3.922
4272.676,1.474,2.029,4.178
4273.660,1.200,1.940,3.907
4274.644,1.608,1.914,3.630
4275.629,1.466,1.936,3.810
4276.613,1.116,1.872,4.007
4277.598,2.975,1.794,4.158
4278.583,1.046,1.789,4.242
4279.569,1.332,1.820,4.172
4280.554,1.892,1.809,4.110
4281.540,1.646,1.781,4.041
4282.526,1.354,1.852,4.083
4283.512,1.512,1.852,4.015
4284.499,2.676,1.764,3.846
4285.485,2.582,1.781,4.027
4286.472,1.612,1.770,4.131
4287.459,1.530,1.698,3.919
4288.447,2.264,1.614,3.859
4289.434,1.805,1.654,3.564
4290.422,2.844,1.747,3.248
4291.410,2.547,1.695,3.714
4292.398,1.712,1.657,3.914
4293.387,1.185,1.628,3.881
4294.375,0.749,1.614,4.191
4295.364,0.225,1.611,4.294
4296.353,1.195,1.605,3.993
